reactionId	compartment	r ; p	ratelaw
vTCd1611	Cytoplasm	cyt_mrna__CTAG2_202_ ;	cyt_mrna__CTAG2_202_ * kTCd1611
vTCd1612	Cytoplasm	cyt_mrna__KCNH5_201_ ;	cyt_mrna__KCNH5_201_ * kTCd1612
vTCd1613	Cytoplasm	cyt_mrna__AMOT_203_ ;	cyt_mrna__AMOT_203_ * kTCd1613
vTCd1614	Cytoplasm	cyt_mrna__SPTSSA_201_ ;	cyt_mrna__SPTSSA_201_ * kTCd1614
vTCd1615	Cytoplasm	cyt_mrna__PAGE3_201_ ;	cyt_mrna__PAGE3_201_ * kTCd1615
vTCd1616	Cytoplasm	cyt_mrna__TTC39C_202_ ;	cyt_mrna__TTC39C_202_ * kTCd1616
vTCd1617	Cytoplasm	cyt_mrna__ELL3_201_ ;	cyt_mrna__ELL3_201_ * kTCd1617
vTCd1618	Cytoplasm	cyt_mrna__SKA3_202_ ;	cyt_mrna__SKA3_202_ * kTCd1618
vTCd1619	Cytoplasm	cyt_mrna__SSX4B_201_ ;	cyt_mrna__SSX4B_201_ * kTCd1619
vTCd1620	Cytoplasm	cyt_mrna__MPC1L_201_ ;	cyt_mrna__MPC1L_201_ * kTCd1620
vTCd1621	Cytoplasm	cyt_mrna__TARM1_204_ ;	cyt_mrna__TARM1_204_ * kTCd1621
vTCd1622	Cytoplasm	cyt_mrna__PKHD1L1_201_ ;	cyt_mrna__PKHD1L1_201_ * kTCd1622
vTCd1623	Cytoplasm	cyt_mrna__DMRTC1B_201_ ;	cyt_mrna__DMRTC1B_201_ * kTCd1623
vTCd1624	Cytoplasm	cyt_mrna__LY6D_201_ ;	cyt_mrna__LY6D_201_ * kTCd1624
vTCd1625	Cytoplasm	cyt_mrna__METTL4_203_ ;	cyt_mrna__METTL4_203_ * kTCd1625
vTCd1626	Cytoplasm	cyt_mrna__CLEC14A_201_ ;	cyt_mrna__CLEC14A_201_ * kTCd1626
vTCd1627	Cytoplasm	cyt_mrna__GOLGA8O_201_ ;	cyt_mrna__GOLGA8O_201_ * kTCd1627
vTCd1628	Cytoplasm	cyt_mrna__VSTM1_239_ ;	cyt_mrna__VSTM1_239_ * kTCd1628
vTCd1629	Cytoplasm	cyt_mrna__NKX2_4_201_ ;	cyt_mrna__NKX2_4_201_ * kTCd1629
vTCd1630	Cytoplasm	cyt_mrna__NKX2_2_201_ ;	cyt_mrna__NKX2_2_201_ * kTCd1630
vTCd1631	Cytoplasm	cyt_mrna__NLRP2_250_ ;	cyt_mrna__NLRP2_250_ * kTCd1631
vTCd1632	Cytoplasm	cyt_mrna__XG_206_ ;	cyt_mrna__XG_206_ * kTCd1632
vTCd1633	Cytoplasm	cyt_mrna__H2BW1_201_ ;	cyt_mrna__H2BW1_201_ * kTCd1633
vTCd1634	Cytoplasm	cyt_mrna__GP6_209_ ;	cyt_mrna__GP6_209_ * kTCd1634
vTCd1635	Cytoplasm	cyt_mrna__POTEB_202_ ;	cyt_mrna__POTEB_202_ * kTCd1635
vTCd1636	Cytoplasm	cyt_mrna__SNX33_201_ ;	cyt_mrna__SNX33_201_ * kTCd1636
vTCd1637	Cytoplasm	cyt_mrna__OSCAR_228_ ;	cyt_mrna__OSCAR_228_ * kTCd1637
vTCd1638	Cytoplasm	cyt_mrna__NDUFA3_232_ ;	cyt_mrna__NDUFA3_232_ * kTCd1638
vTCd1639	Cytoplasm	cyt_mrna__PCDH11X_209_ ;	cyt_mrna__PCDH11X_209_ * kTCd1639
vTCd1640	Cytoplasm	cyt_mrna__SNAI1_201_ ;	cyt_mrna__SNAI1_201_ * kTCd1640
vTCd1641	Cytoplasm	cyt_mrna__TFPT_213_ ;	cyt_mrna__TFPT_213_ * kTCd1641
vTCd1642	Cytoplasm	cyt_mrna__RPS9_274_ ;	cyt_mrna__RPS9_274_ * kTCd1642
vTCd1643	Cytoplasm	cyt_mrna__PNMA3_202_ ;	cyt_mrna__PNMA3_202_ * kTCd1643
vTCd1644	Cytoplasm	cyt_mrna__RCL1_204_ ;	cyt_mrna__RCL1_204_ * kTCd1644
vTCd1645	Cytoplasm	cyt_mrna__RDH13_227_ ;	cyt_mrna__RDH13_227_ * kTCd1645
vTCd1646	Cytoplasm	cyt_mrna__PRPF31_225_ ;	cyt_mrna__PRPF31_225_ * kTCd1646
vTCd1647	Cytoplasm	cyt_mrna__DMRTC1_203_ ;	cyt_mrna__DMRTC1_203_ * kTCd1647
vTCd1648	Cytoplasm	cyt_mrna__NLRP7_232_ ;	cyt_mrna__NLRP7_232_ * kTCd1648
vTCd1649	Cytoplasm	cyt_mrna__CATSPER2_203_ ;	cyt_mrna__CATSPER2_203_ * kTCd1649
vTCd1650	Cytoplasm	cyt_mrna__MBOAT7_269_ ;	cyt_mrna__MBOAT7_269_ * kTCd1650
vTCd1651	Cytoplasm	cyt_mrna__BRD10_202_ ;	cyt_mrna__BRD10_202_ * kTCd1651
vTCd1652	Cytoplasm	cyt_mrna__CNOT3_234_ ;	cyt_mrna__CNOT3_234_ * kTCd1652
vTCd1653	Cytoplasm	cyt_mrna__TG_201_ ;	cyt_mrna__TG_201_ * kTCd1653
vTCd1654	Cytoplasm	cyt_mrna__F9_201_ ;	cyt_mrna__F9_201_ * kTCd1654
vTCd1655	Cytoplasm	cyt_mrna__LENG1_204_ ;	cyt_mrna__LENG1_204_ * kTCd1655
vTCd1656	Cytoplasm	cyt_mrna__DMRTA1_201_ ;	cyt_mrna__DMRTA1_201_ * kTCd1656
vTCd1657	Cytoplasm	cyt_mrna__PGBD4_201_ ;	cyt_mrna__PGBD4_201_ * kTCd1657
vTCd1658	Cytoplasm	cyt_mrna__LURAP1L_201_ ;	cyt_mrna__LURAP1L_201_ * kTCd1658
vTCd1659	Cytoplasm	cyt_mrna__FMR1NB_201_ ;	cyt_mrna__FMR1NB_201_ * kTCd1659
vTCd1660	Cytoplasm	cyt_mrna__PDS5B_201_ ;	cyt_mrna__PDS5B_201_ * kTCd1660
vTCd1661	Cytoplasm	cyt_mrna__MAGEA10_202_ ;	cyt_mrna__MAGEA10_202_ * kTCd1661
vTCd1662	Cytoplasm	cyt_mrna__GML_201_ ;	cyt_mrna__GML_201_ * kTCd1662
vTCd1663	Cytoplasm	cyt_mrna__CD93_201_ ;	cyt_mrna__CD93_201_ * kTCd1663
vTCd1664	Cytoplasm	cyt_mrna__LYPD2_201_ ;	cyt_mrna__LYPD2_201_ * kTCd1664
vTCd1665	Cytoplasm	cyt_mrna__XAGE3_201_ ;	cyt_mrna__XAGE3_201_ * kTCd1665
vTCd1666	Cytoplasm	cyt_mrna__SLURP1_201_ ;	cyt_mrna__SLURP1_201_ * kTCd1666
vTCd1667	Cytoplasm	cyt_mrna__FRMD7_201_ ;	cyt_mrna__FRMD7_201_ * kTCd1667
vTCd1668	Cytoplasm	cyt_mrna__HAUS1_201_ ;	cyt_mrna__HAUS1_201_ * kTCd1668
vTCd1669	Cytoplasm	cyt_mrna__LILRA5_222_ ;	cyt_mrna__LILRA5_222_ * kTCd1669
vTCd1670	Cytoplasm	cyt_mrna__MXRA5_201_ ;	cyt_mrna__MXRA5_201_ * kTCd1670
vTCd1671	Cytoplasm	cyt_mrna__GAGE12D_201_ ;	cyt_mrna__GAGE12D_201_ * kTCd1671
vTCd1672	Cytoplasm	cyt_mrna__LILRA4_208_ ;	cyt_mrna__LILRA4_208_ * kTCd1672
vTCd1673	Cytoplasm	cyt_mrna__GAGE12E_201_ ;	cyt_mrna__GAGE12E_201_ * kTCd1673
vTCd1674	Cytoplasm	cyt_mrna__GAGE12G_201_ ;	cyt_mrna__GAGE12G_201_ * kTCd1674
vTCd1675	Cytoplasm	cyt_mrna__GAGE12H_201_ ;	cyt_mrna__GAGE12H_201_ * kTCd1675
vTCd1676	Cytoplasm	cyt_mrna__PROSER1_201_ ;	cyt_mrna__PROSER1_201_ * kTCd1676
vTCd1677	Cytoplasm	cyt_mrna__GAGE1_201_ ;	cyt_mrna__GAGE1_201_ * kTCd1677
vTCd1678	Cytoplasm	cyt_mrna__GAGE10_201_ ;	cyt_mrna__GAGE10_201_ * kTCd1678
vTCd1679	Cytoplasm	cyt_mrna__USP25_204_ ;	cyt_mrna__USP25_204_ * kTCd1679
vTCd1680	Cytoplasm	cyt_mrna__GAGE12J_201_ ;	cyt_mrna__GAGE12J_201_ * kTCd1680
vTCd1681	Cytoplasm	cyt_mrna__NDUFV3_202_ ;	cyt_mrna__NDUFV3_202_ * kTCd1681
vTCd1682	Cytoplasm	cyt_mrna__GABRQ_201_ ;	cyt_mrna__GABRQ_201_ * kTCd1682
vTCd1683	Cytoplasm	cyt_mrna__PNMA5_204_ ;	cyt_mrna__PNMA5_204_ * kTCd1683
vTCd1684	Cytoplasm	cyt_mrna__KCNE1_203_ ;	cyt_mrna__KCNE1_203_ * kTCd1684
vTCd1685	Cytoplasm	cyt_mrna__NHS_207_ ;	cyt_mrna__NHS_207_ * kTCd1685
vTCd1686	Cytoplasm	cyt_mrna__FAM120C_202_ ;	cyt_mrna__FAM120C_202_ * kTCd1686
vTCd1687	Cytoplasm	cyt_mrna__RGS6_209_ ;	cyt_mrna__RGS6_209_ * kTCd1687
vTCd1688	Cytoplasm	cyt_mrna__TMEM185A_207_ ;	cyt_mrna__TMEM185A_207_ * kTCd1688
vTCd1689	Cytoplasm	cyt_mrna__RBBP8_201_ ;	cyt_mrna__RBBP8_201_ * kTCd1689
vTCd1690	Cytoplasm	cyt_mrna__CSMD3_201_ ;	cyt_mrna__CSMD3_201_ * kTCd1690
vTCd1691	Cytoplasm	cyt_mrna__CDK8_201_ ;	cyt_mrna__CDK8_201_ * kTCd1691
vTCd1692	Cytoplasm	cyt_mrna__VPS26C_201_ ;	cyt_mrna__VPS26C_201_ * kTCd1692
vTCd1693	Cytoplasm	cyt_mrna__ZNF85_220_ ;	cyt_mrna__ZNF85_220_ * kTCd1693
vTCd1694	Cytoplasm	cyt_mrna__DACH2_201_ ;	cyt_mrna__DACH2_201_ * kTCd1694
vTCd1695	Cytoplasm	cyt_mrna__PAX5_201_ ;	cyt_mrna__PAX5_201_ * kTCd1695
vTCd1696	Cytoplasm	cyt_mrna__ATXN3L_201_ ;	cyt_mrna__ATXN3L_201_ * kTCd1696
vTCd1697	Cytoplasm	cyt_mrna__VCX3B_201_ ;	cyt_mrna__VCX3B_201_ * kTCd1697
vTCd1698	Cytoplasm	cyt_mrna__SNTB1_202_ ;	cyt_mrna__SNTB1_202_ * kTCd1698
vTCd1699	Cytoplasm	cyt_mrna__KRTAP9_2_203_ ;	cyt_mrna__KRTAP9_2_203_ * kTCd1699
vTCd1700	Cytoplasm	cyt_mrna__CCDC85C_201_ ;	cyt_mrna__CCDC85C_201_ * kTCd1700
vTCd1701	Cytoplasm	cyt_mrna__KIR3DS1_201_ ;	cyt_mrna__KIR3DS1_201_ * kTCd1701
vTCd1702	Cytoplasm	cyt_mrna__HAS2_201_ ;	cyt_mrna__HAS2_201_ * kTCd1702
vTCd1703	Cytoplasm	cyt_mrna__BRCC3_201_ ;	cyt_mrna__BRCC3_201_ * kTCd1703
vTCd1704	Cytoplasm	cyt_mrna__IMPA2_201_ ;	cyt_mrna__IMPA2_201_ * kTCd1704
vTCd1705	Cytoplasm	cyt_mrna__FAM47A_201_ ;	cyt_mrna__FAM47A_201_ * kTCd1705
vTCd1706	Cytoplasm	cyt_mrna__TEX13D_201_ ;	cyt_mrna__TEX13D_201_ * kTCd1706
vTCd1707	Cytoplasm	cyt_mrna__CNGA2_201_ ;	cyt_mrna__CNGA2_201_ * kTCd1707
vTCd1708	Cytoplasm	cyt_mrna__ZNF100_208_ ;	cyt_mrna__ZNF100_208_ * kTCd1708
vTCd1709	Cytoplasm	cyt_mrna__SHOX_204_ ;	cyt_mrna__SHOX_204_ * kTCd1709
vTCd1710	Cytoplasm	cyt_mrna__CLBA1_202_ ;	cyt_mrna__CLBA1_202_ * kTCd1710
vTCd1711	Cytoplasm	cyt_mrna__NPBWR1_201_ ;	cyt_mrna__NPBWR1_201_ * kTCd1711
vTCd1712	Cytoplasm	cyt_mrna__CHIC1_201_ ;	cyt_mrna__CHIC1_201_ * kTCd1712
vTCd1713	Cytoplasm	cyt_mrna__HAPSTR2_201_ ;	cyt_mrna__HAPSTR2_201_ * kTCd1713
vTCd1714	Cytoplasm	cyt_mrna__B4GALT6_202_ ;	cyt_mrna__B4GALT6_202_ * kTCd1714
vTCd1715	Cytoplasm	cyt_mrna__AHNAK2_201_ ;	cyt_mrna__AHNAK2_201_ * kTCd1715
vTCd1716	Cytoplasm	cyt_mrna__SLC28A3_201_ ;	cyt_mrna__SLC28A3_201_ * kTCd1716
vTCd1717	Cytoplasm	cyt_mrna__SSX2_202_ ;	cyt_mrna__SSX2_202_ * kTCd1717
vTCd1718	Cytoplasm	cyt_mrna__CCN4_202_ ;	cyt_mrna__CCN4_202_ * kTCd1718
vTCd1719	Cytoplasm	cyt_mrna__RPL10L_201_ ;	cyt_mrna__RPL10L_201_ * kTCd1719
vTCd1720	Cytoplasm	cyt_mrna__VCX_204_ ;	cyt_mrna__VCX_204_ * kTCd1720
vTCd1721	Cytoplasm	cyt_mrna__SERTM2_202_ ;	cyt_mrna__SERTM2_202_ * kTCd1721
vTCd1722	Cytoplasm	cyt_mrna__DOP1B_205_ ;	cyt_mrna__DOP1B_205_ * kTCd1722
vTCd1723	Cytoplasm	cyt_mrna__TYRP1_203_ ;	cyt_mrna__TYRP1_203_ * kTCd1723
vTCd1724	Cytoplasm	cyt_mrna__GNA14_201_ ;	cyt_mrna__GNA14_201_ * kTCd1724
vTCd1725	Cytoplasm	cyt_mrna__PI15_201_ ;	cyt_mrna__PI15_201_ * kTCd1725
vTCd1726	Cytoplasm	cyt_mrna__FOXD4L3_201_ ;	cyt_mrna__FOXD4L3_201_ * kTCd1726
vTCd1727	Cytoplasm	cyt_mrna__CEACAM21_216_ ;	cyt_mrna__CEACAM21_216_ * kTCd1727
vTCd1728	Cytoplasm	cyt_mrna__TSPEAR_201_ ;	cyt_mrna__TSPEAR_201_ * kTCd1728
vTCd1729	Cytoplasm	cyt_mrna__PSMB11_201_ ;	cyt_mrna__PSMB11_201_ * kTCd1729
vTCd1730	Cytoplasm	cyt_mrna__SLC39A4_202_ ;	cyt_mrna__SLC39A4_202_ * kTCd1730
vTCd1731	Cytoplasm	cyt_mrna__GRIN3A_201_ ;	cyt_mrna__GRIN3A_201_ * kTCd1731
vTCd1732	Cytoplasm	cyt_mrna__CYLC2_201_ ;	cyt_mrna__CYLC2_201_ * kTCd1732
vTCd1733	Cytoplasm	cyt_mrna__THTPA_201_ ;	cyt_mrna__THTPA_201_ * kTCd1733
vTCd1734	Cytoplasm	cyt_mrna__MOS_201_ ;	cyt_mrna__MOS_201_ * kTCd1734
vTCd1735	Cytoplasm	cyt_mrna__SLX9_201_ ;	cyt_mrna__SLX9_201_ * kTCd1735
vTCd1736	Cytoplasm	cyt_mrna__BARX1_201_ ;	cyt_mrna__BARX1_201_ * kTCd1736
vTCd1737	Cytoplasm	cyt_mrna__TRAPPC8_201_ ;	cyt_mrna__TRAPPC8_201_ * kTCd1737
vTCd1738	Cytoplasm	cyt_mrna__TCL1A_201_ ;	cyt_mrna__TCL1A_201_ * kTCd1738
vTCd1739	Cytoplasm	cyt_mrna__ATP7A_201_ ;	cyt_mrna__ATP7A_201_ * kTCd1739
vTCd1740	Cytoplasm	cyt_mrna__ZSCAN30_201_ ;	cyt_mrna__ZSCAN30_201_ * kTCd1740
vTCd1741	Cytoplasm	cyt_mrna__ZNF676_205_ ;	cyt_mrna__ZNF676_205_ * kTCd1741
vTCd1742	Cytoplasm	cyt_mrna__CXADR_201_ ;	cyt_mrna__CXADR_201_ * kTCd1742
vTCd1743	Cytoplasm	cyt_mrna__RS1_201_ ;	cyt_mrna__RS1_201_ * kTCd1743
vTCd1744	Cytoplasm	cyt_mrna__GLOD5_201_ ;	cyt_mrna__GLOD5_201_ * kTCd1744
vTCd1745	Cytoplasm	cyt_mrna__OR6S1_201_ ;	cyt_mrna__OR6S1_201_ * kTCd1745
vTCd1746	Cytoplasm	cyt_mrna__ERAS_202_ ;	cyt_mrna__ERAS_202_ * kTCd1746
vTCd1747	Cytoplasm	cyt_mrna__SUPT20HL2_201_ ;	cyt_mrna__SUPT20HL2_201_ * kTCd1747
vTCd1748	Cytoplasm	cyt_mrna__MRPS31_201_ ;	cyt_mrna__MRPS31_201_ * kTCd1748
vTCd1749	Cytoplasm	cyt_mrna__EDDM3A_201_ ;	cyt_mrna__EDDM3A_201_ * kTCd1749
vTCd1750	Cytoplasm	cyt_mrna__EDDM3B_201_ ;	cyt_mrna__EDDM3B_201_ * kTCd1750
vTCd1751	Cytoplasm	cyt_mrna__RNASE2_201_ ;	cyt_mrna__RNASE2_201_ * kTCd1751
vTCd1752	Cytoplasm	cyt_mrna__SBNO2_225_ ;	cyt_mrna__SBNO2_225_ * kTCd1752
vTCd1753	Cytoplasm	cyt_mrna__ARMCX4_202_ ;	cyt_mrna__ARMCX4_202_ * kTCd1753
vTCd1754	Cytoplasm	cyt_mrna__SLC39A2_201_ ;	cyt_mrna__SLC39A2_201_ * kTCd1754
vTCd1755	Cytoplasm	cyt_mrna__TGIF1_202_ ;	cyt_mrna__TGIF1_202_ * kTCd1755
vTCd1756	Cytoplasm	cyt_mrna__TPPP2_201_ ;	cyt_mrna__TPPP2_201_ * kTCd1756
vTCd1757	Cytoplasm	cyt_mrna__SMIM9_201_ ;	cyt_mrna__SMIM9_201_ * kTCd1757
vTCd1758	Cytoplasm	cyt_mrna__RNASE13_201_ ;	cyt_mrna__RNASE13_201_ * kTCd1758
vTCd1759	Cytoplasm	cyt_mrna__RNASE7_201_ ;	cyt_mrna__RNASE7_201_ * kTCd1759
vTCd1760	Cytoplasm	cyt_mrna__RNASE8_201_ ;	cyt_mrna__RNASE8_201_ * kTCd1760
vTCd1761	Cytoplasm	cyt_mrna__CXorf51A_201_ ;	cyt_mrna__CXorf51A_201_ * kTCd1761
vTCd1762	Cytoplasm	cyt_mrna__SPACA5_202_ ;	cyt_mrna__SPACA5_202_ * kTCd1762
vTCd1763	Cytoplasm	cyt_mrna__CT45A7_201_ ;	cyt_mrna__CT45A7_201_ * kTCd1763
vTCd1764	Cytoplasm	cyt_mrna__ICE1_201_ ;	cyt_mrna__ICE1_201_ * kTCd1764
vTCd1765	Cytoplasm	cyt_mrna__LAGE3_201_ ;	cyt_mrna__LAGE3_201_ * kTCd1765
vTCd1766	Cytoplasm	cyt_mrna__NDUFA11_213_ ;	cyt_mrna__NDUFA11_213_ * kTCd1766
vTCd1767	Cytoplasm	cyt_mrna__USP26_203_ ;	cyt_mrna__USP26_203_ * kTCd1767
vTCd1768	Cytoplasm	cyt_mrna__VMAC_202_ ;	cyt_mrna__VMAC_202_ * kTCd1768
vTCd1769	Cytoplasm	cyt_mrna__FUT3_212_ ;	cyt_mrna__FUT3_212_ * kTCd1769
vTCd1770	Cytoplasm	cyt_mrna__ADARB2_203_ ;	cyt_mrna__ADARB2_203_ * kTCd1770
vTCd1771	Cytoplasm	cyt_mrna__MARCHF11_201_ ;	cyt_mrna__MARCHF11_201_ * kTCd1771
vTCd1772	Cytoplasm	cyt_mrna__TIMM21_201_ ;	cyt_mrna__TIMM21_201_ * kTCd1772
vTCd1773	Cytoplasm	cyt_mrna__HS6ST2_201_ ;	cyt_mrna__HS6ST2_201_ * kTCd1773
vTCd1774	Cytoplasm	cyt_mrna__STARD13_202_ ;	cyt_mrna__STARD13_202_ * kTCd1774
vTCd1775	Cytoplasm	cyt_mrna__DGAT2L6_201_ ;	cyt_mrna__DGAT2L6_201_ * kTCd1775
vTCd1776	Cytoplasm	cyt_mrna__AWAT1_201_ ;	cyt_mrna__AWAT1_201_ * kTCd1776
vTCd1777	Cytoplasm	cyt_mrna__ACBD7_201_ ;	cyt_mrna__ACBD7_201_ * kTCd1777
vTCd1778	Cytoplasm	cyt_mrna__P2RY4_201_ ;	cyt_mrna__P2RY4_201_ * kTCd1778
vTCd1779	Cytoplasm	cyt_mrna__ARR3_201_ ;	cyt_mrna__ARR3_201_ * kTCd1779
vTCd1780	Cytoplasm	cyt_mrna__SLC12A6_202_ ;	cyt_mrna__SLC12A6_202_ * kTCd1780
vTCd1781	Cytoplasm	cyt_mrna__PPIAL4A_202_ ;	cyt_mrna__PPIAL4A_202_ * kTCd1781
vTCd1782	Cytoplasm	cyt_mrna__RAB41_202_ ;	cyt_mrna__RAB41_202_ * kTCd1782
vTCd1783	Cytoplasm	cyt_mrna__NDRG1_201_ ;	cyt_mrna__NDRG1_201_ * kTCd1783
vTCd1784	Cytoplasm	cyt_mrna__TRPC5_201_ ;	cyt_mrna__TRPC5_201_ * kTCd1784
vTCd1785	Cytoplasm	cyt_mrna__TEX13C_202_ ;	cyt_mrna__TEX13C_202_ * kTCd1785
vTCd1786	Cytoplasm	cyt_mrna__NDC80_201_ ;	cyt_mrna__NDC80_201_ * kTCd1786
vTCd1787	Cytoplasm	cyt_mrna__CUBN_202_ ;	cyt_mrna__CUBN_202_ * kTCd1787
vTCd1788	Cytoplasm	cyt_mrna__RTL9_202_ ;	cyt_mrna__RTL9_202_ * kTCd1788
vTCd1789	Cytoplasm	cyt_mrna__POTEG_202_ ;	cyt_mrna__POTEG_202_ * kTCd1789
vTCd1790	Cytoplasm	cyt_mrna__FAM47C_201_ ;	cyt_mrna__FAM47C_201_ * kTCd1790
vTCd1791	Cytoplasm	cyt_mrna__ADNP2_201_ ;	cyt_mrna__ADNP2_201_ * kTCd1791
vTCd1792	Cytoplasm	cyt_mrna__OR4N2_203_ ;	cyt_mrna__OR4N2_203_ * kTCd1792
vTCd1793	Cytoplasm	cyt_mrna__IL2RG_202_ ;	cyt_mrna__IL2RG_202_ * kTCd1793
vTCd1794	Cytoplasm	cyt_mrna__AMMECR1_201_ ;	cyt_mrna__AMMECR1_201_ * kTCd1794
vTCd1795	Cytoplasm	cyt_mrna__VSX1_202_ ;	cyt_mrna__VSX1_202_ * kTCd1795
vTCd1796	Cytoplasm	cyt_mrna__BLOC1S6_201_ ;	cyt_mrna__BLOC1S6_201_ * kTCd1796
vTCd1797	Cytoplasm	cyt_mrna__VPS13A_202_ ;	cyt_mrna__VPS13A_202_ * kTCd1797
vTCd1798	Cytoplasm	cyt_mrna__MAGEA1_201_ ;	cyt_mrna__MAGEA1_201_ * kTCd1798
vTCd1799	Cytoplasm	cyt_mrna__VPS4B_201_ ;	cyt_mrna__VPS4B_201_ * kTCd1799
vTCd1800	Cytoplasm	cyt_mrna__PWWP4_201_ ;	cyt_mrna__PWWP4_201_ * kTCd1800
vTCd1801	Cytoplasm	cyt_mrna__CT47C1_201_ ;	cyt_mrna__CT47C1_201_ * kTCd1801
vTCd1802	Cytoplasm	cyt_mrna__ARMC3_201_ ;	cyt_mrna__ARMC3_201_ * kTCd1802
vTCd1803	Cytoplasm	cyt_mrna__MYO10_210_ ;	cyt_mrna__MYO10_210_ * kTCd1803
vTCd1804	Cytoplasm	cyt_mrna__SH2D1A_202_ ;	cyt_mrna__SH2D1A_202_ * kTCd1804
vTCd1805	Cytoplasm	cyt_mrna__LTB4R2_204_ ;	cyt_mrna__LTB4R2_204_ * kTCd1805
vTCd1806	Cytoplasm	cyt_mrna__TLR8_201_ ;	cyt_mrna__TLR8_201_ * kTCd1806
vTCd1807	Cytoplasm	cyt_mrna__USP50_203_ ;	cyt_mrna__USP50_203_ * kTCd1807
vTCd1808	Cytoplasm	cyt_mrna__FAM9C_202_ ;	cyt_mrna__FAM9C_202_ * kTCd1808
vTCd1809	Cytoplasm	cyt_mrna__MALRD1_204_ ;	cyt_mrna__MALRD1_204_ * kTCd1809
vTCd1810	Cytoplasm	cyt_mrna__FBXL7_202_ ;	cyt_mrna__FBXL7_202_ * kTCd1810
vTCd1811	Cytoplasm	cyt_mrna__FER1L6_201_ ;	cyt_mrna__FER1L6_201_ * kTCd1811
vTCd1812	Cytoplasm	cyt_mrna__ST8SIA6_201_ ;	cyt_mrna__ST8SIA6_201_ * kTCd1812
vTCd1813	Cytoplasm	cyt_mrna__CT45A1_202_ ;	cyt_mrna__CT45A1_202_ * kTCd1813
vTCd1814	Cytoplasm	cyt_mrna__GDF2_201_ ;	cyt_mrna__GDF2_201_ * kTCd1814
vTCd1815	Cytoplasm	cyt_mrna__CCDC166_201_ ;	cyt_mrna__CCDC166_201_ * kTCd1815
vTCd1816	Cytoplasm	cyt_mrna__CT45A5_203_ ;	cyt_mrna__CT45A5_203_ * kTCd1816
vTCd1817	Cytoplasm	cyt_mrna__LMX1B_202_ ;	cyt_mrna__LMX1B_202_ * kTCd1817
vTCd1818	Cytoplasm	cyt_mrna__EPPK1_202_ ;	cyt_mrna__EPPK1_202_ * kTCd1818
vTCd1819	Cytoplasm	cyt_mrna__SPATA31A6_201_ ;	cyt_mrna__SPATA31A6_201_ * kTCd1819
vTCd1820	Cytoplasm	cyt_mrna__PTF1A_201_ ;	cyt_mrna__PTF1A_201_ * kTCd1820
vTCd1821	Cytoplasm	cyt_mrna__SPATC1_201_ ;	cyt_mrna__SPATC1_201_ * kTCd1821
vTCd1822	Cytoplasm	cyt_mrna__CPAP_201_ ;	cyt_mrna__CPAP_201_ * kTCd1822
vTCd1823	Cytoplasm	cyt_mrna__GAS1_201_ ;	cyt_mrna__GAS1_201_ * kTCd1823
vTCd1824	Cytoplasm	cyt_mrna__TNFRSF14_233_ ;	cyt_mrna__TNFRSF14_233_ * kTCd1824
vTCd1825	Cytoplasm	cyt_mrna__ENKUR_201_ ;	cyt_mrna__ENKUR_201_ * kTCd1825
vTCd1826	Cytoplasm	cyt_mrna__CDH9_201_ ;	cyt_mrna__CDH9_201_ * kTCd1826
vTCd1827	Cytoplasm	cyt_mrna__WDR97_201_ ;	cyt_mrna__WDR97_201_ * kTCd1827
vTCd1828	Cytoplasm	cyt_mrna__TTC34_203_ ;	cyt_mrna__TTC34_203_ * kTCd1828
vTCd1829	Cytoplasm	cyt_mrna__WWC3_201_ ;	cyt_mrna__WWC3_201_ * kTCd1829
vTCd1830	Cytoplasm	cyt_mrna__PHYHIPL_202_ ;	cyt_mrna__PHYHIPL_202_ * kTCd1830
vTCd1831	Cytoplasm	cyt_mrna__HGH1_201_ ;	cyt_mrna__HGH1_201_ * kTCd1831
vTCd1832	Cytoplasm	cyt_mrna__TRPM7_210_ ;	cyt_mrna__TRPM7_210_ * kTCd1832
vTCd1833	Cytoplasm	cyt_mrna__TCP11X1_202_ ;	cyt_mrna__TCP11X1_202_ * kTCd1833
vTCd1834	Cytoplasm	cyt_mrna__RBP3_201_ ;	cyt_mrna__RBP3_201_ * kTCd1834
vTCd1835	Cytoplasm	cyt_mrna__TCP11X2_202_ ;	cyt_mrna__TCP11X2_202_ * kTCd1835
vTCd1836	Cytoplasm	cyt_mrna__GRTP1_203_ ;	cyt_mrna__GRTP1_203_ * kTCd1836
vTCd1837	Cytoplasm	cyt_mrna__LILRB2_256_ ;	cyt_mrna__LILRB2_256_ * kTCd1837
vTCd1838	Cytoplasm	cyt_mrna__ADAMTS12_203_ ;	cyt_mrna__ADAMTS12_203_ * kTCd1838
vTCd1839	Cytoplasm	cyt_mrna__VCPIP1_201_ ;	cyt_mrna__VCPIP1_201_ * kTCd1839
vTCd1840	Cytoplasm	cyt_mrna__JCAD_201_ ;	cyt_mrna__JCAD_201_ * kTCd1840
vTCd1841	Cytoplasm	cyt_mrna__PTPN2_201_ ;	kTCd1841*cyt_mrna__PTPN2_201_
vTCd1842	Cytoplasm	cyt_mrna__DKK1_201_ ;	cyt_mrna__DKK1_201_ * kTCd1842
vTCd1843	Cytoplasm	cyt_mrna__TRHR_202_ ;	cyt_mrna__TRHR_202_ * kTCd1843
