reactionId	compartment	r ; p	ratelaw
vGac913	Nucleus	nuc_gene_i__KRT23_ ; nuc_gene_a__KRT23_	kGac913 * nuc_gene_i__KRT23_
vGac914	Nucleus	nuc_gene_i__OXT_ ; nuc_gene_a__OXT_	kGac914 * nuc_gene_i__OXT_
vGac915	Nucleus	nuc_gene_i__AVP_ ; nuc_gene_a__AVP_	kGac915 * nuc_gene_i__AVP_
vGac916	Nucleus	nuc_gene_i__ICOSLG_ ; nuc_gene_a__ICOSLG_	kGac916 * nuc_gene_i__ICOSLG_
vGac917	Nucleus	nuc_gene_i__ARHGAP11A_ ; nuc_gene_a__ARHGAP11A_	kGac917 * nuc_gene_i__ARHGAP11A_
vGac918	Nucleus	nuc_gene_i__FOXS1_ ; nuc_gene_a__FOXS1_	kGac918 * nuc_gene_i__FOXS1_
vGac919	Nucleus	nuc_gene_i__TOP3A_ ; nuc_gene_a__TOP3A_	kGac919 * nuc_gene_i__TOP3A_
vGac920	Nucleus	nuc_gene_i__KRT39_ ; nuc_gene_a__KRT39_	kGac920 * nuc_gene_i__KRT39_
vGac921	Nucleus	nuc_gene_i__HLCS_ ; nuc_gene_a__HLCS_	kGac921 * nuc_gene_i__HLCS_
vGac922	Nucleus	nuc_gene_i__OVOL2_ ; nuc_gene_a__OVOL2_	kGac922 * nuc_gene_i__OVOL2_
vGac923	Nucleus	nuc_gene_i__KRT40_ ; nuc_gene_a__KRT40_	kGac923 * nuc_gene_i__KRT40_
vGac924	Nucleus	nuc_gene_i__PET117_ ; nuc_gene_a__PET117_	kGac924 * nuc_gene_i__PET117_
vGac925	Nucleus	nuc_gene_i__KRTAP3_3_ ; nuc_gene_a__KRTAP3_3_	kGac925 * nuc_gene_i__KRTAP3_3_
vGac926	Nucleus	nuc_gene_i__KRTAP3_2_ ; nuc_gene_a__KRTAP3_2_	kGac926 * nuc_gene_i__KRTAP3_2_
vGac927	Nucleus	nuc_gene_i__KRTAP3_1_ ; nuc_gene_a__KRTAP3_1_	kGac927 * nuc_gene_i__KRTAP3_1_
vGac928	Nucleus	nuc_gene_i__KRTAP1_5_ ; nuc_gene_a__KRTAP1_5_	kGac928 * nuc_gene_i__KRTAP1_5_
vGac929	Nucleus	nuc_gene_i__KRTAP1_4_ ; nuc_gene_a__KRTAP1_4_	kGac929 * nuc_gene_i__KRTAP1_4_
vGac930	Nucleus	nuc_gene_i__CLDN14_ ; nuc_gene_a__CLDN14_	kGac930 * nuc_gene_i__CLDN14_
vGac931	Nucleus	nuc_gene_i__KRTAP1_3_ ; nuc_gene_a__KRTAP1_3_	kGac931 * nuc_gene_i__KRTAP1_3_
vGac932	Nucleus	nuc_gene_i__CACNA1I_ ; nuc_gene_a__CACNA1I_	kGac932 * nuc_gene_i__CACNA1I_
vGac933	Nucleus	nuc_gene_i__KRTAP1_1_ ; nuc_gene_a__KRTAP1_1_	kGac933 * nuc_gene_i__KRTAP1_1_
vGac934	Nucleus	nuc_gene_i__KRTAP2_1_ ; nuc_gene_a__KRTAP2_1_	kGac934 * nuc_gene_i__KRTAP2_1_
vGac935	Nucleus	nuc_gene_i__SIRPD_ ; nuc_gene_a__SIRPD_	kGac935 * nuc_gene_i__SIRPD_
vGac936	Nucleus	nuc_gene_i__CORO7_ ; nuc_gene_a__CORO7_	kGac936 * nuc_gene_i__CORO7_
vGac937	Nucleus	nuc_gene_i__KRTAP2_3_ ; nuc_gene_a__KRTAP2_3_	kGac937 * nuc_gene_i__KRTAP2_3_
vGac938	Nucleus	nuc_gene_i__KRTAP2_4_ ; nuc_gene_a__KRTAP2_4_	kGac938 * nuc_gene_i__KRTAP2_4_
vGac939	Nucleus	nuc_gene_i__KRTAP4_16_ ; nuc_gene_a__KRTAP4_16_	kGac939 * nuc_gene_i__KRTAP4_16_
vGac940	Nucleus	nuc_gene_i__ENTHD1_ ; nuc_gene_a__ENTHD1_	kGac940 * nuc_gene_i__ENTHD1_
vGac941	Nucleus	nuc_gene_i__KRTAP4_11_ ; nuc_gene_a__KRTAP4_11_	kGac941 * nuc_gene_i__KRTAP4_11_
vGac942	Nucleus	nuc_gene_i__KRTAP4_12_ ; nuc_gene_a__KRTAP4_12_	kGac942 * nuc_gene_i__KRTAP4_12_
vGac943	Nucleus	nuc_gene_i__SMCR8_ ; nuc_gene_a__SMCR8_	kGac943 * nuc_gene_i__SMCR8_
vGac944	Nucleus	nuc_gene_i__SNX21_ ; nuc_gene_a__SNX21_	kGac944 * nuc_gene_i__SNX21_
vGac945	Nucleus	nuc_gene_i__LIF_ ; nuc_gene_a__LIF_	kGac945 * nuc_gene_i__LIF_
vGac946	Nucleus	nuc_gene_i__SHMT1_ ; nuc_gene_a__SHMT1_	kGac946 * nuc_gene_i__SHMT1_
vGac947	Nucleus	nuc_gene_i__EVPLL_ ; nuc_gene_a__EVPLL_	kGac947 * nuc_gene_i__EVPLL_
vGac948	Nucleus	nuc_gene_i__C20orf144_ ; nuc_gene_a__C20orf144_	kGac948 * nuc_gene_i__C20orf144_
vGac949	Nucleus	nuc_gene_i__PROKR2_ ; nuc_gene_a__PROKR2_	kGac949 * nuc_gene_i__PROKR2_
vGac950	Nucleus	nuc_gene_i__BANF2_ ; nuc_gene_a__BANF2_	kGac950 * nuc_gene_i__BANF2_
vGac951	Nucleus	nuc_gene_i__TOP1_ ; nuc_gene_a__TOP1_	kGac951 * nuc_gene_i__TOP1_
vGac952	Nucleus	nuc_gene_i__TRIOBP_ ; nuc_gene_a__TRIOBP_	kGac952 * nuc_gene_i__TRIOBP_
vGac953	Nucleus	nuc_gene_i__PRND_ ; nuc_gene_a__PRND_	kGac953 * nuc_gene_i__PRND_
vGac954	Nucleus	nuc_gene_i__TJP1_ ; nuc_gene_a__TJP1_	kGac954 * nuc_gene_i__TJP1_
vGac955	Nucleus	nuc_gene_i__GOLGA8J_ ; nuc_gene_a__GOLGA8J_	kGac955 * nuc_gene_i__GOLGA8J_
vGac956	Nucleus	nuc_gene_i__MAFB_ ; nuc_gene_a__MAFB_	kGac956 * nuc_gene_i__MAFB_
vGac957	Nucleus	nuc_gene_i__RTL6_ ; nuc_gene_a__RTL6_	kGac957 * nuc_gene_i__RTL6_
vGac958	Nucleus	nuc_gene_i__GREM1_ ; nuc_gene_a__GREM1_	kGac958 * nuc_gene_i__GREM1_
vGac959	Nucleus	nuc_gene_i__PKDREJ_ ; nuc_gene_a__PKDREJ_	kGac959 * nuc_gene_i__PKDREJ_
vGac960	Nucleus	nuc_gene_i__ABCG1_ ; nuc_gene_a__ABCG1_	kGac960 * nuc_gene_i__ABCG1_
vGac961	Nucleus	nuc_gene_i__SLPI_ ; nuc_gene_a__SLPI_	kGac961 * nuc_gene_i__SLPI_
vGac962	Nucleus	nuc_gene_i__SPINT3_ ; nuc_gene_a__SPINT3_	kGac962 * nuc_gene_i__SPINT3_
vGac963	Nucleus	nuc_gene_i__CHRNA7_ ; nuc_gene_a__CHRNA7_	kGac963 * nuc_gene_i__CHRNA7_
vGac964	Nucleus	nuc_gene_i__KRTAP17_1_ ; nuc_gene_a__KRTAP17_1_	kGac964 * nuc_gene_i__KRTAP17_1_
vGac965	Nucleus	nuc_gene_i__KRT33A_ ; nuc_gene_a__KRT33A_	kGac965 * nuc_gene_i__KRT33A_
vGac966	Nucleus	nuc_gene_i__KRT33B_ ; nuc_gene_a__KRT33B_	kGac966 * nuc_gene_i__KRT33B_
vGac967	Nucleus	nuc_gene_i__SHISAL1_ ; nuc_gene_a__SHISAL1_	kGac967 * nuc_gene_i__SHISAL1_
vGac968	Nucleus	nuc_gene_i__KRT31_ ; nuc_gene_a__KRT31_	kGac968 * nuc_gene_i__KRT31_
vGac969	Nucleus	nuc_gene_i__KRT37_ ; nuc_gene_a__KRT37_	kGac969 * nuc_gene_i__KRT37_
vGac970	Nucleus	nuc_gene_i__KRT34_ ; nuc_gene_a__KRT34_	kGac970 * nuc_gene_i__KRT34_
vGac971	Nucleus	nuc_gene_i__LGALS9C_ ; nuc_gene_a__LGALS9C_	kGac971 * nuc_gene_i__LGALS9C_
vGac972	Nucleus	nuc_gene_i__FAN1_ ; nuc_gene_a__FAN1_	kGac972 * nuc_gene_i__FAN1_
vGac973	Nucleus	nuc_gene_i__KRTAP4_5_ ; nuc_gene_a__KRTAP4_5_	kGac973 * nuc_gene_i__KRTAP4_5_
vGac974	Nucleus	nuc_gene_i__KRTAP4_4_ ; nuc_gene_a__KRTAP4_4_	kGac974 * nuc_gene_i__KRTAP4_4_
vGac975	Nucleus	nuc_gene_i__KRTAP4_8_ ; nuc_gene_a__KRTAP4_8_	kGac975 * nuc_gene_i__KRTAP4_8_
vGac976	Nucleus	nuc_gene_i__EPPIN_ ; nuc_gene_a__EPPIN_	kGac976 * nuc_gene_i__EPPIN_
vGac977	Nucleus	nuc_gene_i__KRTAP16_1_ ; nuc_gene_a__KRTAP16_1_	kGac977 * nuc_gene_i__KRTAP16_1_
vGac978	Nucleus	nuc_gene_i__SCG5_ ; nuc_gene_a__SCG5_	kGac978 * nuc_gene_i__SCG5_
vGac979	Nucleus	nuc_gene_i__KRTAP9_3_ ; nuc_gene_a__KRTAP9_3_	kGac979 * nuc_gene_i__KRTAP9_3_
vGac980	Nucleus	nuc_gene_i__SIK1_ ; nuc_gene_a__SIK1_	kGac980 * nuc_gene_i__SIK1_
vGac981	Nucleus	nuc_gene_i__KRTAP29_1_ ; nuc_gene_a__KRTAP29_1_	kGac981 * nuc_gene_i__KRTAP29_1_
vGac982	Nucleus	nuc_gene_i__KRTAP4_6_ ; nuc_gene_a__KRTAP4_6_	kGac982 * nuc_gene_i__KRTAP4_6_
vGac983	Nucleus	nuc_gene_i__MTMR10_ ; nuc_gene_a__MTMR10_	kGac983 * nuc_gene_i__MTMR10_
vGac984	Nucleus	nuc_gene_i__KRTAP4_9_ ; nuc_gene_a__KRTAP4_9_	kGac984 * nuc_gene_i__KRTAP4_9_
vGac985	Nucleus	nuc_gene_i__KRTAP4_7_ ; nuc_gene_a__KRTAP4_7_	kGac985 * nuc_gene_i__KRTAP4_7_
vGac986	Nucleus	nuc_gene_i__KRTAP2_2_ ; nuc_gene_a__KRTAP2_2_	kGac986 * nuc_gene_i__KRTAP2_2_
vGac987	Nucleus	nuc_gene_i__KLF13_ ; nuc_gene_a__KLF13_	kGac987 * nuc_gene_i__KLF13_
vGac988	Nucleus	nuc_gene_i__RFPL3_ ; nuc_gene_a__RFPL3_	kGac988 * nuc_gene_i__RFPL3_
vGac989	Nucleus	nuc_gene_i__RUNX1_ ; nuc_gene_a__RUNX1_	kGac989 * nuc_gene_i__RUNX1_
vGac990	Nucleus	nuc_gene_i__WFDC3_ ; nuc_gene_a__WFDC3_	kGac990 * nuc_gene_i__WFDC3_
vGac991	Nucleus	nuc_gene_i__CRYBA4_ ; nuc_gene_a__CRYBA4_	kGac991 * nuc_gene_i__CRYBA4_
vGac992	Nucleus	nuc_gene_i__TNNC2_ ; nuc_gene_a__TNNC2_	kGac992 * nuc_gene_i__TNNC2_
vGac993	Nucleus	nuc_gene_i__LRRC3_ ; nuc_gene_a__LRRC3_	kGac993 * nuc_gene_i__LRRC3_
vGac994	Nucleus	nuc_gene_i__NTSR1_ ; nuc_gene_a__NTSR1_	kGac994 * nuc_gene_i__NTSR1_
vGac995	Nucleus	nuc_gene_i__DEFB132_ ; nuc_gene_a__DEFB132_	kGac995 * nuc_gene_i__DEFB132_
vGac996	Nucleus	nuc_gene_i__ZCCHC3_ ; nuc_gene_a__ZCCHC3_	kGac996 * nuc_gene_i__ZCCHC3_
vGac997	Nucleus	nuc_gene_i__FAM209A_ ; nuc_gene_a__FAM209A_	kGac997 * nuc_gene_i__FAM209A_
vGac998	Nucleus	nuc_gene_i__FAM209B_ ; nuc_gene_a__FAM209B_	kGac998 * nuc_gene_i__FAM209B_
vGac999	Nucleus	nuc_gene_i__C2CD2_ ; nuc_gene_a__C2CD2_	kGac999 * nuc_gene_i__C2CD2_
vGac1000	Nucleus	nuc_gene_i__SKA1_ ; nuc_gene_a__SKA1_	kGac1000 * nuc_gene_i__SKA1_
vGac1001	Nucleus	nuc_gene_i__TFF3_ ; nuc_gene_a__TFF3_	kGac1001 * nuc_gene_i__TFF3_
vGac1002	Nucleus	nuc_gene_i__ZNFX1_ ; nuc_gene_a__ZNFX1_	kGac1002 * nuc_gene_i__ZNFX1_
vGac1003	Nucleus	nuc_gene_i__MOCS3_ ; nuc_gene_a__MOCS3_	kGac1003 * nuc_gene_i__MOCS3_
vGac1004	Nucleus	nuc_gene_i__IL10RB_ ; nuc_gene_a__IL10RB_	kGac1004 * nuc_gene_i__IL10RB_
vGac1005	Nucleus	nuc_gene_i__TCP10L_ ; nuc_gene_a__TCP10L_	kGac1005 * nuc_gene_i__TCP10L_
vGac1006	Nucleus	nuc_gene_i__MYO18B_ ; nuc_gene_a__MYO18B_	kGac1006 * nuc_gene_i__MYO18B_
vGac1007	Nucleus	nuc_gene_i__RBM11_ ; nuc_gene_a__RBM11_	kGac1007 * nuc_gene_i__RBM11_
vGac1008	Nucleus	nuc_gene_i__DSEL_ ; nuc_gene_a__DSEL_	kGac1008 * nuc_gene_i__DSEL_
vGac1009	Nucleus	nuc_gene_i__GOLGA8T_ ; nuc_gene_a__GOLGA8T_	kGac1009 * nuc_gene_i__GOLGA8T_
vGac1010	Nucleus	nuc_gene_i__HCK_ ; nuc_gene_a__HCK_	kGac1010 * nuc_gene_i__HCK_
vGac1011	Nucleus	nuc_gene_i__SOX12_ ; nuc_gene_a__SOX12_	kGac1011 * nuc_gene_i__SOX12_
vGac1012	Nucleus	nuc_gene_i__CST1_ ; nuc_gene_a__CST1_	kGac1012 * nuc_gene_i__CST1_
vGac1013	Nucleus	nuc_gene_i__PCDH9_ ; nuc_gene_a__PCDH9_	kGac1013 * nuc_gene_i__PCDH9_
vGac1014	Nucleus	nuc_gene_i__NEURL2_ ; nuc_gene_a__NEURL2_	kGac1014 * nuc_gene_i__NEURL2_
vGac1015	Nucleus	nuc_gene_i__WFDC13_ ; nuc_gene_a__WFDC13_	kGac1015 * nuc_gene_i__WFDC13_
vGac1016	Nucleus	nuc_gene_i__SPINT4_ ; nuc_gene_a__SPINT4_	kGac1016 * nuc_gene_i__SPINT4_
vGac1017	Nucleus	nuc_gene_i__C20orf141_ ; nuc_gene_a__C20orf141_	kGac1017 * nuc_gene_i__C20orf141_
vGac1018	Nucleus	nuc_gene_i__TMEM239_ ; nuc_gene_a__TMEM239_	kGac1018 * nuc_gene_i__TMEM239_
vGac1019	Nucleus	nuc_gene_i__TCF15_ ; nuc_gene_a__TCF15_	kGac1019 * nuc_gene_i__TCF15_
vGac1020	Nucleus	nuc_gene_i__SPATA25_ ; nuc_gene_a__SPATA25_	kGac1020 * nuc_gene_i__SPATA25_
vGac1021	Nucleus	nuc_gene_i__SRMS_ ; nuc_gene_a__SRMS_	kGac1021 * nuc_gene_i__SRMS_
vGac1022	Nucleus	nuc_gene_i__APOBEC3B_ ; nuc_gene_a__APOBEC3B_	kGac1022 * nuc_gene_i__APOBEC3B_
vGac1023	Nucleus	nuc_gene_i__ZNF831_ ; nuc_gene_a__ZNF831_	kGac1023 * nuc_gene_i__ZNF831_
vGac1024	Nucleus	nuc_gene_i__WNT3_ ; nuc_gene_a__WNT3_	kGac1024 * nuc_gene_i__WNT3_
vGac1025	Nucleus	nuc_gene_i__CBFA2T2_ ; nuc_gene_a__CBFA2T2_	kGac1025 * nuc_gene_i__CBFA2T2_
vGac1026	Nucleus	nuc_gene_i__TRPM2_ ; nuc_gene_a__TRPM2_	kGac1026 * nuc_gene_i__TRPM2_
vGac1027	Nucleus	nuc_gene_i__ACTL10_ ; nuc_gene_a__ACTL10_	kGac1027 * nuc_gene_i__ACTL10_
vGac1028	Nucleus	nuc_gene_i__HSPA13_ ; nuc_gene_a__HSPA13_	kGac1028 * nuc_gene_i__HSPA13_
vGac1029	Nucleus	nuc_gene_i__ARHGAP27_ ; nuc_gene_a__ARHGAP27_	kGac1029 * nuc_gene_i__ARHGAP27_
vGac1030	Nucleus	nuc_gene_i__CSTL1_ ; nuc_gene_a__CSTL1_	kGac1030 * nuc_gene_i__CSTL1_
vGac1031	Nucleus	nuc_gene_i__OCSTAMP_ ; nuc_gene_a__OCSTAMP_	kGac1031 * nuc_gene_i__OCSTAMP_
vGac1032	Nucleus	nuc_gene_i__WNT9B_ ; nuc_gene_a__WNT9B_	kGac1032 * nuc_gene_i__WNT9B_
vGac1033	Nucleus	nuc_gene_i__MICAL3_ ; nuc_gene_a__MICAL3_	kGac1033 * nuc_gene_i__MICAL3_
vGac1034	Nucleus	nuc_gene_i__NSF_ ; nuc_gene_a__NSF_	kGac1034 * nuc_gene_i__NSF_
vGac1035	Nucleus	nuc_gene_i__PLEKHM1_ ; nuc_gene_a__PLEKHM1_	kGac1035 * nuc_gene_i__PLEKHM1_
vGac1036	Nucleus	nuc_gene_i__SLC13A3_ ; nuc_gene_a__SLC13A3_	kGac1036 * nuc_gene_i__SLC13A3_
vGac1037	Nucleus	nuc_gene_i__GCNT7_ ; nuc_gene_a__GCNT7_	kGac1037 * nuc_gene_i__GCNT7_
vGac1038	Nucleus	nuc_gene_i__UBE2G2_ ; nuc_gene_a__UBE2G2_	kGac1038 * nuc_gene_i__UBE2G2_
vGac1039	Nucleus	nuc_gene_i__KRTAP9_4_ ; nuc_gene_a__KRTAP9_4_	kGac1039 * nuc_gene_i__KRTAP9_4_
vGac1040	Nucleus	nuc_gene_i__KRTAP9_9_ ; nuc_gene_a__KRTAP9_9_	kGac1040 * nuc_gene_i__KRTAP9_9_
vGac1041	Nucleus	nuc_gene_i__KRTAP9_6_ ; nuc_gene_a__KRTAP9_6_	kGac1041 * nuc_gene_i__KRTAP9_6_
vGac1042	Nucleus	nuc_gene_i__KRTAP9_7_ ; nuc_gene_a__KRTAP9_7_	kGac1042 * nuc_gene_i__KRTAP9_7_
vGac1043	Nucleus	nuc_gene_i__VCX2_ ; nuc_gene_a__VCX2_	kGac1043 * nuc_gene_i__VCX2_
vGac1044	Nucleus	nuc_gene_i__KIR2DL3_ ; nuc_gene_a__KIR2DL3_	kGac1044 * nuc_gene_i__KIR2DL3_
vGac1045	Nucleus	nuc_gene_i__SLC12A5_ ; nuc_gene_a__SLC12A5_	kGac1045 * nuc_gene_i__SLC12A5_
vGac1046	Nucleus	nuc_gene_i__AMELX_ ; nuc_gene_a__AMELX_	kGac1046 * nuc_gene_i__AMELX_
vGac1047	Nucleus	nuc_gene_i__CRHR1_ ; nuc_gene_a__CRHR1_	kGac1047 * nuc_gene_i__CRHR1_
vGac1048	Nucleus	nuc_gene_i__DHRSX_ ; nuc_gene_a__DHRSX_	kGac1048 * nuc_gene_i__DHRSX_
vGac1049	Nucleus	nuc_gene_i__PARVB_ ; nuc_gene_a__PARVB_	kGac1049 * nuc_gene_i__PARVB_
vGac1050	Nucleus	nuc_gene_i__FAM9B_ ; nuc_gene_a__FAM9B_	kGac1050 * nuc_gene_i__FAM9B_
vGac1051	Nucleus	nuc_gene_i__SNU13_ ; nuc_gene_a__SNU13_	kGac1051 * nuc_gene_i__SNU13_
vGac1052	Nucleus	nuc_gene_i__FAM9A_ ; nuc_gene_a__FAM9A_	kGac1052 * nuc_gene_i__FAM9A_
vGac1053	Nucleus	nuc_gene_i__TGM3_ ; nuc_gene_a__TGM3_	kGac1053 * nuc_gene_i__TGM3_
vGac1054	Nucleus	nuc_gene_i__TRAPPC10_ ; nuc_gene_a__TRAPPC10_	kGac1054 * nuc_gene_i__TRAPPC10_
vGac1055	Nucleus	nuc_gene_i__GRPR_ ; nuc_gene_a__GRPR_	kGac1055 * nuc_gene_i__GRPR_
vGac1056	Nucleus	nuc_gene_i__TGM6_ ; nuc_gene_a__TGM6_	kGac1056 * nuc_gene_i__TGM6_
vGac1057	Nucleus	nuc_gene_i__UBE2L5_ ; nuc_gene_a__UBE2L5_	kGac1057 * nuc_gene_i__UBE2L5_
vGac1058	Nucleus	nuc_gene_i__BEND2_ ; nuc_gene_a__BEND2_	kGac1058 * nuc_gene_i__BEND2_
vGac1059	Nucleus	nuc_gene_i__CCDC188_ ; nuc_gene_a__CCDC188_	kGac1059 * nuc_gene_i__CCDC188_
vGac1060	Nucleus	nuc_gene_i__TMEM272_ ; nuc_gene_a__TMEM272_	kGac1060 * nuc_gene_i__TMEM272_
vGac1061	Nucleus	nuc_gene_i__SLC32A1_ ; nuc_gene_a__SLC32A1_	kGac1061 * nuc_gene_i__SLC32A1_
vGac1062	Nucleus	nuc_gene_i__KLHL34_ ; nuc_gene_a__KLHL34_	kGac1062 * nuc_gene_i__KLHL34_
vGac1063	Nucleus	nuc_gene_i__RTN4R_ ; nuc_gene_a__RTN4R_	kGac1063 * nuc_gene_i__RTN4R_
vGac1064	Nucleus	nuc_gene_i__KCNJ6_ ; nuc_gene_a__KCNJ6_	kGac1064 * nuc_gene_i__KCNJ6_
vGac1065	Nucleus	nuc_gene_i__CNBD2_ ; nuc_gene_a__CNBD2_	kGac1065 * nuc_gene_i__CNBD2_
vGac1066	Nucleus	nuc_gene_i__TAF4_ ; nuc_gene_a__TAF4_	kGac1066 * nuc_gene_i__TAF4_
vGac1067	Nucleus	nuc_gene_i__C20orf202_ ; nuc_gene_a__C20orf202_	kGac1067 * nuc_gene_i__C20orf202_
vGac1068	Nucleus	nuc_gene_i__WFDC8_ ; nuc_gene_a__WFDC8_	kGac1068 * nuc_gene_i__WFDC8_
vGac1069	Nucleus	nuc_gene_i__ADIG_ ; nuc_gene_a__ADIG_	kGac1069 * nuc_gene_i__ADIG_
vGac1070	Nucleus	nuc_gene_i__FASTKD5_ ; nuc_gene_a__FASTKD5_	kGac1070 * nuc_gene_i__FASTKD5_
vGac1071	Nucleus	nuc_gene_i__TP53RK_ ; nuc_gene_a__TP53RK_	kGac1071 * nuc_gene_i__TP53RK_
vGac1072	Nucleus	nuc_gene_i__MLNR_ ; nuc_gene_a__MLNR_	kGac1072 * nuc_gene_i__MLNR_
vGac1073	Nucleus	nuc_gene_i__HMGB1P1_ ; nuc_gene_a__HMGB1P1_	kGac1073 * nuc_gene_i__HMGB1P1_
vGac1074	Nucleus	nuc_gene_i__CIMIP1_ ; nuc_gene_a__CIMIP1_	kGac1074 * nuc_gene_i__CIMIP1_
vGac1075	Nucleus	nuc_gene_i__ANKRD60_ ; nuc_gene_a__ANKRD60_	kGac1075 * nuc_gene_i__ANKRD60_
vGac1076	Nucleus	nuc_gene_i__RRP1_ ; nuc_gene_a__RRP1_	kGac1076 * nuc_gene_i__RRP1_
vGac1077	Nucleus	nuc_gene_i__SUN5_ ; nuc_gene_a__SUN5_	kGac1077 * nuc_gene_i__SUN5_
vGac1078	Nucleus	nuc_gene_i__BPIFB4_ ; nuc_gene_a__BPIFB4_	kGac1078 * nuc_gene_i__BPIFB4_
vGac1079	Nucleus	nuc_gene_i__BPIFA2_ ; nuc_gene_a__BPIFA2_	kGac1079 * nuc_gene_i__BPIFA2_
vGac1080	Nucleus	nuc_gene_i__BPIFA3_ ; nuc_gene_a__BPIFA3_	kGac1080 * nuc_gene_i__BPIFA3_
vGac1081	Nucleus	nuc_gene_i__KIR2DL1_ ; nuc_gene_a__KIR2DL1_	kGac1081 * nuc_gene_i__KIR2DL1_
vGac1082	Nucleus	nuc_gene_i__BPIFB3_ ; nuc_gene_a__BPIFB3_	kGac1082 * nuc_gene_i__BPIFB3_
vGac1083	Nucleus	nuc_gene_i__FGF14_ ; nuc_gene_a__FGF14_	kGac1083 * nuc_gene_i__FGF14_
vGac1084	Nucleus	nuc_gene_i__AHCY_ ; nuc_gene_a__AHCY_	kGac1084 * nuc_gene_i__AHCY_
vGac1085	Nucleus	nuc_gene_i__KLF5_ ; nuc_gene_a__KLF5_	kGac1085 * nuc_gene_i__KLF5_
vGac1086	Nucleus	nuc_gene_i__SALL3_ ; nuc_gene_a__SALL3_	kGac1086 * nuc_gene_i__SALL3_
vGac1087	Nucleus	nuc_gene_i__ATP5PO_ ; nuc_gene_a__ATP5PO_	kGac1087 * nuc_gene_i__ATP5PO_
vGac1088	Nucleus	nuc_gene_i__RUBCNL_ ; nuc_gene_a__RUBCNL_	kGac1088 * nuc_gene_i__RUBCNL_
vGac1089	Nucleus	nuc_gene_i__GINS1_ ; nuc_gene_a__GINS1_	kGac1089 * nuc_gene_i__GINS1_
vGac1090	Nucleus	nuc_gene_i__TXNRD2_ ; nuc_gene_a__TXNRD2_	kGac1090 * nuc_gene_i__TXNRD2_
vGac1091	Nucleus	nuc_gene_i__SMIM26_ ; nuc_gene_a__SMIM26_	kGac1091 * nuc_gene_i__SMIM26_
vGac1092	Nucleus	nuc_gene_i__PANX2_ ; nuc_gene_a__PANX2_	kGac1092 * nuc_gene_i__PANX2_
vGac1093	Nucleus	nuc_gene_i__HMOX1_ ; nuc_gene_a__HMOX1_	kGac1093 * nuc_gene_i__HMOX1_
vGac1094	Nucleus	nuc_gene_i__CACNG2_ ; nuc_gene_a__CACNG2_	kGac1094 * nuc_gene_i__CACNG2_
vGac1095	Nucleus	nuc_gene_i__SLC5A4_ ; nuc_gene_a__SLC5A4_	kGac1095 * nuc_gene_i__SLC5A4_
vGac1096	Nucleus	nuc_gene_i__SPO11_ ; nuc_gene_a__SPO11_	kGac1096 * nuc_gene_i__SPO11_
vGac1097	Nucleus	nuc_gene_i__RBM38_ ; nuc_gene_a__RBM38_	kGac1097 * nuc_gene_i__RBM38_
vGac1098	Nucleus	nuc_gene_i__DEFB121_ ; nuc_gene_a__DEFB121_	kGac1098 * nuc_gene_i__DEFB121_
vGac1099	Nucleus	nuc_gene_i__CNKSR2_ ; nuc_gene_a__CNKSR2_	kGac1099 * nuc_gene_i__CNKSR2_
vGac1100	Nucleus	nuc_gene_i__DEFB123_ ; nuc_gene_a__DEFB123_	kGac1100 * nuc_gene_i__DEFB123_
vGac1101	Nucleus	nuc_gene_i__DEFB124_ ; nuc_gene_a__DEFB124_	kGac1101 * nuc_gene_i__DEFB124_
vGac1102	Nucleus	nuc_gene_i__APOBEC3H_ ; nuc_gene_a__APOBEC3H_	kGac1102 * nuc_gene_i__APOBEC3H_
vGac1103	Nucleus	nuc_gene_i__SLC15A1_ ; nuc_gene_a__SLC15A1_	kGac1103 * nuc_gene_i__SLC15A1_
vGac1104	Nucleus	nuc_gene_i__CIMIP4_ ; nuc_gene_a__CIMIP4_	kGac1104 * nuc_gene_i__CIMIP4_
vGac1105	Nucleus	nuc_gene_i__S100G_ ; nuc_gene_a__S100G_	kGac1105 * nuc_gene_i__S100G_
vGac1106	Nucleus	nuc_gene_i__CCDC116_ ; nuc_gene_a__CCDC116_	kGac1106 * nuc_gene_i__CCDC116_
vGac1107	Nucleus	nuc_gene_i__KCNS1_ ; nuc_gene_a__KCNS1_	kGac1107 * nuc_gene_i__KCNS1_
vGac1108	Nucleus	nuc_gene_i__H2AP_ ; nuc_gene_a__H2AP_	kGac1108 * nuc_gene_i__H2AP_
vGac1109	Nucleus	nuc_gene_i__MAGEB17_ ; nuc_gene_a__MAGEB17_	kGac1109 * nuc_gene_i__MAGEB17_
vGac1110	Nucleus	nuc_gene_i__WFDC12_ ; nuc_gene_a__WFDC12_	kGac1110 * nuc_gene_i__WFDC12_
vGac1111	Nucleus	nuc_gene_i__FAM47B_ ; nuc_gene_a__FAM47B_	kGac1111 * nuc_gene_i__FAM47B_
vGac1112	Nucleus	nuc_gene_i__SEMG2_ ; nuc_gene_a__SEMG2_	kGac1112 * nuc_gene_i__SEMG2_
vGac1113	Nucleus	nuc_gene_i__DEFB116_ ; nuc_gene_a__DEFB116_	kGac1113 * nuc_gene_i__DEFB116_
