reactionId	parameterId	parameterScale	lowerBound	upperBound	nominalValue	estimate
vTCd18129	kTCd18129	lin	5.1023334124551495e-05	5.1023334124551495e-05	5.1023334124551495e-05	0
vTCd18130	kTCd18130	lin	1.811297116546319e-05	1.811297116546319e-05	1.811297116546319e-05	0
vTCd18131	kTCd18131	lin	2.192948559098789e-05	2.192948559098789e-05	2.192948559098789e-05	0
vTCd18132	kTCd18132	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18133	kTCd18133	lin	6.931471805599447e-05	6.931471805599447e-05	6.931471805599447e-05	0
vTCd18134	kTCd18134	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18135	kTCd18135	lin	1.9580428829376992e-05	1.9580428829376992e-05	1.9580428829376992e-05	0
vTCd18136	kTCd18136	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18137	kTCd18137	lin	5.776226504666216e-05	5.776226504666216e-05	5.776226504666216e-05	0
vTCd18138	kTCd18138	lin	7.02774224734389e-05	7.02774224734389e-05	7.02774224734389e-05	0
vTCd18139	kTCd18139	lin	5.1023334124551495e-05	5.1023334124551495e-05	5.1023334124551495e-05	0
vTCd18140	kTCd18140	lin	2.088295916365224e-05	2.088295916365224e-05	2.088295916365224e-05	0
vTCd18141	kTCd18141	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18142	kTCd18142	lin	5.487415179432902e-05	5.487415179432902e-05	5.487415179432902e-05	0
vTCd18143	kTCd18143	lin	8.0867171065327e-05	8.0867171065327e-05	8.0867171065327e-05	0
vTCd18144	kTCd18144	lin	4.31e-05	4.31e-05	4.31e-05	0
vTCd18145	kTCd18145	lin	5.006062970710711e-05	5.006062970710711e-05	5.006062970710711e-05	0
vTCd18146	kTCd18146	lin	2.406761043610921e-05	2.406761043610921e-05	2.406761043610921e-05	0
vTCd18147	kTCd18147	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18148	kTCd18148	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18149	kTCd18149	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18150	kTCd18150	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18151	kTCd18151	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18152	kTCd18152	lin	1.900074508113891e-05	1.900074508113891e-05	1.900074508113891e-05	0
vTCd18153	kTCd18153	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18154	kTCd18154	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18155	kTCd18155	lin	3.300700859809265e-05	3.300700859809265e-05	3.300700859809265e-05	0
vTCd18156	kTCd18156	lin	4.297787577876644e-05	4.297787577876644e-05	4.297787577876644e-05	0
vTCd18157	kTCd18157	lin	6.450119596877273e-05	6.450119596877273e-05	6.450119596877273e-05	0
vTCd18158	kTCd18158	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18159	kTCd18159	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18160	kTCd18160	lin	2.7505840498410527e-05	2.7505840498410527e-05	2.7505840498410527e-05	0
vTCd18161	kTCd18161	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18162	kTCd18162	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18163	kTCd18163	lin	7.41e-05	7.41e-05	7.41e-05	0
vTCd18164	kTCd18164	lin	5.198603854199594e-05	5.198603854199594e-05	5.198603854199594e-05	0
vTCd18165	kTCd18165	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18166	kTCd18166	lin	5.3911447376884656e-05	5.3911447376884656e-05	5.3911447376884656e-05	0
vTCd18167	kTCd18167	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18168	kTCd18168	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18169	kTCd18169	lin	5.006062970710711e-05	5.006062970710711e-05	5.006062970710711e-05	0
vTCd18170	kTCd18170	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18171	kTCd18171	lin	7.316553572577203e-05	7.316553572577203e-05	7.316553572577203e-05	0
vTCd18172	kTCd18172	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18173	kTCd18173	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18174	kTCd18174	lin	8.279257990021558e-05	8.279257990021558e-05	8.279257990021558e-05	0
vTCd18175	kTCd18175	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18176	kTCd18176	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18177	kTCd18177	lin	1.6912374901049695e-05	1.6912374901049695e-05	1.6912374901049695e-05	0
vTCd18178	kTCd18178	lin	5.3911447376884656e-05	5.3911447376884656e-05	5.3911447376884656e-05	0
vTCd18179	kTCd18179	lin	4.813522087221842e-05	4.813522087221842e-05	4.813522087221842e-05	0
vTCd18180	kTCd18180	lin	7.316553572577203e-05	7.316553572577203e-05	7.316553572577203e-05	0
vTCd18181	kTCd18181	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18182	kTCd18182	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18183	kTCd18183	lin	1.669997458832065e-05	1.669997458832065e-05	1.669997458832065e-05	0
vTCd18184	kTCd18184	lin	5.006062970710711e-05	5.006062970710711e-05	5.006062970710711e-05	0
vTCd18185	kTCd18185	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18186	kTCd18186	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18187	kTCd18187	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18188	kTCd18188	lin	2.1016786578010872e-05	2.1016786578010872e-05	2.1016786578010872e-05	0
vTCd18189	kTCd18189	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18190	kTCd18190	lin	5.487415179432902e-05	5.487415179432902e-05	5.487415179432902e-05	0
vTCd18191	kTCd18191	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18192	kTCd18192	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18193	kTCd18193	lin	1.4039439421063722e-05	1.4039439421063722e-05	1.4039439421063722e-05	0
vTCd18194	kTCd18194	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18195	kTCd18195	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18196	kTCd18196	lin	5.1023334124551495e-05	5.1023334124551495e-05	5.1023334124551495e-05	0
vTCd18197	kTCd18197	lin	5.006062970710711e-05	5.006062970710711e-05	5.006062970710711e-05	0
vTCd18198	kTCd18198	lin	5.776226504666216e-05	5.776226504666216e-05	5.776226504666216e-05	0
vTCd18199	kTCd18199	lin	1.5756209778140235e-05	1.5756209778140235e-05	1.5756209778140235e-05	0
vTCd18200	kTCd18200	lin	4.4123952466200255e-05	4.4123952466200255e-05	4.4123952466200255e-05	0
vTCd18201	kTCd18201	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18202	kTCd18202	lin	2.681627903744759e-05	2.681627903744759e-05	2.681627903744759e-05	0
vTCd18203	kTCd18203	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18204	kTCd18204	lin	2.888113252333104e-05	2.888113252333104e-05	2.888113252333104e-05	0
vTCd18205	kTCd18205	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18206	kTCd18206	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18207	kTCd18207	lin	4.612958666920933e-05	4.612958666920933e-05	4.612958666920933e-05	0
vTCd18208	kTCd18208	lin	7.02774224734389e-05	7.02774224734389e-05	7.02774224734389e-05	0
vTCd18209	kTCd18209	lin	6.161308271643958e-05	6.161308271643958e-05	6.161308271643958e-05	0
vTCd18210	kTCd18210	lin	2.3315497609980805e-05	2.3315497609980805e-05	2.3315497609980805e-05	0
vTCd18211	kTCd18211	lin	2.333828890774227e-05	2.333828890774227e-05	2.333828890774227e-05	0
vTCd18212	kTCd18212	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18213	kTCd18213	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18214	kTCd18214	lin	4.492620614740382e-05	4.492620614740382e-05	4.492620614740382e-05	0
vTCd18215	kTCd18215	lin	7.41282401432163e-05	7.41282401432163e-05	7.41282401432163e-05	0
vTCd18216	kTCd18216	lin	4.813522087221842e-05	4.813522087221842e-05	4.813522087221842e-05	0
vTCd18217	kTCd18217	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18218	kTCd18218	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18219	kTCd18219	lin	7.02774224734389e-05	7.02774224734389e-05	7.02774224734389e-05	0
vTCd18220	kTCd18220	lin	1.3036622319559127e-05	1.3036622319559127e-05	1.3036622319559127e-05	0
vTCd18221	kTCd18221	lin	2.2463103073701936e-05	2.2463103073701936e-05	2.2463103073701936e-05	0
vTCd18222	kTCd18222	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18223	kTCd18223	lin	2.331003432068689e-05	2.331003432068689e-05	2.331003432068689e-05	0
vTCd18224	kTCd18224	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18225	kTCd18225	lin	1.881649543186717e-05	1.881649543186717e-05	1.881649543186717e-05	0
vTCd18226	kTCd18226	lin	8.37552843176602e-05	8.37552843176602e-05	8.37552843176602e-05	0
vTCd18227	kTCd18227	lin	2.3532774648640123e-05	2.3532774648640123e-05	2.3532774648640123e-05	0
vTCd18228	kTCd18228	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18229	kTCd18229	lin	7.701635339554947e-05	7.701635339554947e-05	7.701635339554947e-05	0
vTCd18230	kTCd18230	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18231	kTCd18231	lin	3.1087330146641087e-05	3.1087330146641087e-05	3.1087330146641087e-05	0
vTCd18232	kTCd18232	lin	4.813522087221842e-05	4.813522087221842e-05	4.813522087221842e-05	0
vTCd18233	kTCd18233	lin	5.776226504666216e-05	5.776226504666216e-05	5.776226504666216e-05	0
vTCd18234	kTCd18234	lin	6.931471805599447e-05	6.931471805599447e-05	6.931471805599447e-05	0
vTCd18235	kTCd18235	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18236	kTCd18236	lin	5.96876738815509e-05	5.96876738815509e-05	5.96876738815509e-05	0
vTCd18237	kTCd18237	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18238	kTCd18238	lin	2.2651868645749846e-05	2.2651868645749846e-05	2.2651868645749846e-05	0
vTCd18239	kTCd18239	lin	8.471798873510453e-05	8.471798873510453e-05	8.471798873510453e-05	0
vTCd18240	kTCd18240	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18241	kTCd18241	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18242	kTCd18242	lin	1.3668025679765752e-05	1.3668025679765752e-05	1.3668025679765752e-05	0
vTCd18243	kTCd18243	lin	1.851354648931478e-05	1.851354648931478e-05	1.851354648931478e-05	0
vTCd18244	kTCd18244	lin	5.96876738815509e-05	5.96876738815509e-05	5.96876738815509e-05	0
vTCd18245	kTCd18245	lin	8.182987548277126e-05	8.182987548277126e-05	8.182987548277126e-05	0
vTCd18246	kTCd18246	lin	2.0888869435113647e-05	2.0888869435113647e-05	2.0888869435113647e-05	0
vTCd18247	kTCd18247	lin	2.6359763810976744e-05	2.6359763810976744e-05	2.6359763810976744e-05	0
vTCd18248	kTCd18248	lin	5.776226504666216e-05	5.776226504666216e-05	5.776226504666216e-05	0
vTCd18249	kTCd18249	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18250	kTCd18250	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18251	kTCd18251	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18252	kTCd18252	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18253	kTCd18253	lin	6.257578713388389e-05	6.257578713388389e-05	6.257578713388389e-05	0
vTCd18254	kTCd18254	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18255	kTCd18255	lin	4.813522087221842e-05	4.813522087221842e-05	4.813522087221842e-05	0
vTCd18256	kTCd18256	lin	7.41282401432163e-05	7.41282401432163e-05	7.41282401432163e-05	0
vTCd18257	kTCd18257	lin	5.487415179432902e-05	5.487415179432902e-05	5.487415179432902e-05	0
vTCd18258	kTCd18258	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18259	kTCd18259	lin	1.9691681265907533e-05	1.9691681265907533e-05	1.9691681265907533e-05	0
vTCd18260	kTCd18260	lin	1.4179367388715456e-05	1.4179367388715456e-05	1.4179367388715456e-05	0
vTCd18261	kTCd18261	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18262	kTCd18262	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18263	kTCd18263	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18264	kTCd18264	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18265	kTCd18265	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18266	kTCd18266	lin	2.367305944535333e-05	2.367305944535333e-05	2.367305944535333e-05	0
vTCd18267	kTCd18267	lin	2.9350744434279525e-05	2.9350744434279525e-05	2.9350744434279525e-05	0
vTCd18268	kTCd18268	lin	5.006062970710711e-05	5.006062970710711e-05	5.006062970710711e-05	0
vTCd18269	kTCd18269	lin	8.182987548277126e-05	8.182987548277126e-05	8.182987548277126e-05	0
vTCd18270	kTCd18270	lin	5.776226504666216e-05	5.776226504666216e-05	5.776226504666216e-05	0
vTCd18271	kTCd18271	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18272	kTCd18272	lin	5.006062970710711e-05	5.006062970710711e-05	5.006062970710711e-05	0
vTCd18273	kTCd18273	lin	6.546390038621695e-05	6.546390038621695e-05	6.546390038621695e-05	0
vTCd18274	kTCd18274	lin	6.450119596877273e-05	6.450119596877273e-05	6.450119596877273e-05	0
vTCd18275	kTCd18275	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18276	kTCd18276	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18277	kTCd18277	lin	6.931471805599447e-05	6.931471805599447e-05	6.931471805599447e-05	0
vTCd18278	kTCd18278	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18279	kTCd18279	lin	5.3911447376884656e-05	5.3911447376884656e-05	5.3911447376884656e-05	0
vTCd18280	kTCd18280	lin	5.006062970710711e-05	5.006062970710711e-05	5.006062970710711e-05	0
vTCd18281	kTCd18281	lin	2.176833052446283e-05	2.176833052446283e-05	2.176833052446283e-05	0
vTCd18282	kTCd18282	lin	1.5172646453023932e-05	1.5172646453023932e-05	1.5172646453023932e-05	0
vTCd18283	kTCd18283	lin	2.720686397125388e-05	2.720686397125388e-05	2.720686397125388e-05	0
vTCd18284	kTCd18284	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18285	kTCd18285	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18286	kTCd18286	lin	2.1269051083073253e-05	2.1269051083073253e-05	2.1269051083073253e-05	0
vTCd18287	kTCd18287	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18288	kTCd18288	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18289	kTCd18289	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18290	kTCd18290	lin	6.738930922110573e-05	6.738930922110573e-05	6.738930922110573e-05	0
vTCd18291	kTCd18291	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18292	kTCd18292	lin	1.953313310756689e-05	1.953313310756689e-05	1.953313310756689e-05	0
vTCd18293	kTCd18293	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18294	kTCd18294	lin	2.044098420601056e-05	2.044098420601056e-05	2.044098420601056e-05	0
vTCd18295	kTCd18295	lin	8.279257990021558e-05	8.279257990021558e-05	8.279257990021558e-05	0
vTCd18296	kTCd18296	lin	8.022536812036404e-06	8.022536812036404e-06	8.022536812036404e-06	0
vTCd18297	kTCd18297	lin	1.481083719145182e-05	1.481083719145182e-05	1.481083719145182e-05	0
vTCd18298	kTCd18298	lin	2.037469666548928e-05	2.037469666548928e-05	2.037469666548928e-05	0
vTCd18299	kTCd18299	lin	1.972754953779444e-05	1.972754953779444e-05	1.972754953779444e-05	0
vTCd18300	kTCd18300	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18301	kTCd18301	lin	1.637252410619674e-05	1.637252410619674e-05	1.637252410619674e-05	0
vTCd18302	kTCd18302	lin	6.642660480366145e-05	6.642660480366145e-05	6.642660480366145e-05	0
vTCd18303	kTCd18303	lin	4.813522087221842e-05	4.813522087221842e-05	4.813522087221842e-05	0
vTCd18304	kTCd18304	lin	6.161308271643958e-05	6.161308271643958e-05	6.161308271643958e-05	0
vTCd18305	kTCd18305	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18306	kTCd18306	lin	6.931471805599447e-05	6.931471805599447e-05	6.931471805599447e-05	0
vTCd18307	kTCd18307	lin	5.776226504666216e-05	5.776226504666216e-05	5.776226504666216e-05	0
vTCd18308	kTCd18308	lin	7.509094456066086e-05	7.509094456066086e-05	7.509094456066086e-05	0
vTCd18309	kTCd18309	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18310	kTCd18310	lin	1.4039439421063722e-05	1.4039439421063722e-05	1.4039439421063722e-05	0
vTCd18311	kTCd18311	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18312	kTCd18312	lin	4.167551590668261e-05	4.167551590668261e-05	4.167551590668261e-05	0
vTCd18313	kTCd18313	lin	1.5599377134515282e-05	1.5599377134515282e-05	1.5599377134515282e-05	0
vTCd18314	kTCd18314	lin	1.6598352024902906e-05	1.6598352024902906e-05	1.6598352024902906e-05	0
vTCd18315	kTCd18315	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18316	kTCd18316	lin	6.738930922110573e-05	6.738930922110573e-05	6.738930922110573e-05	0
vTCd18317	kTCd18317	lin	8.182987548277126e-05	8.182987548277126e-05	8.182987548277126e-05	0
vTCd18318	kTCd18318	lin	5.58368562117733e-05	5.58368562117733e-05	5.58368562117733e-05	0
vTCd18319	kTCd18319	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18320	kTCd18320	lin	1.4765405175527124e-05	1.4765405175527124e-05	1.4765405175527124e-05	0
vTCd18321	kTCd18321	lin	2.367305944535333e-05	2.367305944535333e-05	2.367305944535333e-05	0
vTCd18322	kTCd18322	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18323	kTCd18323	lin	1.2390018242527263e-05	1.2390018242527263e-05	1.2390018242527263e-05	0
vTCd18324	kTCd18324	lin	1.5472035280355975e-05	1.5472035280355975e-05	1.5472035280355975e-05	0
vTCd18325	kTCd18325	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18326	kTCd18326	lin	6.06503782989953e-05	6.06503782989953e-05	6.06503782989953e-05	0
vTCd18327	kTCd18327	lin	4.032950937942622e-05	4.032950937942622e-05	4.032950937942622e-05	0
vTCd18328	kTCd18328	lin	3.332438368076659e-05	3.332438368076659e-05	3.332438368076659e-05	0
vTCd18329	kTCd18329	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18330	kTCd18330	lin	1.840464327467168e-05	1.840464327467168e-05	1.840464327467168e-05	0
vTCd18331	kTCd18331	lin	7.894176223043829e-05	7.894176223043829e-05	7.894176223043829e-05	0
vTCd18332	kTCd18332	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18333	kTCd18333	lin	6.450119596877273e-05	6.450119596877273e-05	6.450119596877273e-05	0
vTCd18334	kTCd18334	lin	3.174876270295257e-05	3.174876270295257e-05	3.174876270295257e-05	0
vTCd18335	kTCd18335	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18336	kTCd18336	lin	7.02774224734389e-05	7.02774224734389e-05	7.02774224734389e-05	0
vTCd18337	kTCd18337	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18338	kTCd18338	lin	1.05e-05	1.05e-05	1.05e-05	0
vTCd18339	kTCd18339	lin	3.332438368076659e-05	3.332438368076659e-05	3.332438368076659e-05	0
vTCd18340	kTCd18340	lin	5.487415179432902e-05	5.487415179432902e-05	5.487415179432902e-05	0
vTCd18341	kTCd18341	lin	2.80788788421274e-05	2.80788788421274e-05	2.80788788421274e-05	0
vTCd18342	kTCd18342	lin	3.719539794671427e-05	3.719539794671427e-05	3.719539794671427e-05	0
vTCd18343	kTCd18343	lin	1.6397712604821616e-05	1.6397712604821616e-05	1.6397712604821616e-05	0
vTCd18344	kTCd18344	lin	6.835201363855026e-05	6.835201363855026e-05	6.835201363855026e-05	0
vTCd18345	kTCd18345	lin	9.56012331126483e-06	9.56012331126483e-06	9.56012331126483e-06	0
vTCd18346	kTCd18346	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18347	kTCd18347	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18348	kTCd18348	lin	7.797905781299371e-05	7.797905781299371e-05	7.797905781299371e-05	0
vTCd18349	kTCd18349	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18350	kTCd18350	lin	7.124012689088333e-05	7.124012689088333e-05	7.124012689088333e-05	0
vTCd18351	kTCd18351	lin	6.546390038621695e-05	6.546390038621695e-05	6.546390038621695e-05	0
vTCd18352	kTCd18352	lin	5.58368562117733e-05	5.58368562117733e-05	5.58368562117733e-05	0
vTCd18353	kTCd18353	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18354	kTCd18354	lin	6.546390038621695e-05	6.546390038621695e-05	6.546390038621695e-05	0
