reactionId	parameterId	parameterScale	lowerBound	upperBound	nominalValue	estimate
vTCd17863	kTCd17863	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd17864	kTCd17864	lin	4.635243491398816e-05	4.635243491398816e-05	4.635243491398816e-05	0
vTCd17865	kTCd17865	lin	4.211831826319113e-05	4.211831826319113e-05	4.211831826319113e-05	0
vTCd17866	kTCd17866	lin	2.591398162703549e-05	2.591398162703549e-05	2.591398162703549e-05	0
vTCd17867	kTCd17867	lin	5.198603854199594e-05	5.198603854199594e-05	5.198603854199594e-05	0
vTCd17868	kTCd17868	lin	6.931471805599447e-05	6.931471805599447e-05	6.931471805599447e-05	0
vTCd17869	kTCd17869	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd17870	kTCd17870	lin	3.6809286549343504e-05	3.6809286549343504e-05	3.6809286549343504e-05	0
vTCd17871	kTCd17871	lin	5.629850394411511e-05	5.629850394411511e-05	5.629850394411511e-05	0
vTCd17872	kTCd17872	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17873	kTCd17873	lin	5.3911447376884656e-05	5.3911447376884656e-05	5.3911447376884656e-05	0
vTCd17874	kTCd17874	lin	2.0364901138246244e-05	2.0364901138246244e-05	2.0364901138246244e-05	0
vTCd17875	kTCd17875	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd17876	kTCd17876	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17877	kTCd17877	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17878	kTCd17878	lin	5.487415179432902e-05	5.487415179432902e-05	5.487415179432902e-05	0
vTCd17879	kTCd17879	lin	1.260684356177147e-05	1.260684356177147e-05	1.260684356177147e-05	0
vTCd17880	kTCd17880	lin	3.369465461055292e-05	3.369465461055292e-05	3.369465461055292e-05	0
vTCd17881	kTCd17881	lin	2.7505840498410527e-05	2.7505840498410527e-05	2.7505840498410527e-05	0
vTCd17882	kTCd17882	lin	1.925408834888737e-05	1.925408834888737e-05	1.925408834888737e-05	0
vTCd17883	kTCd17883	lin	6.450119596877273e-05	6.450119596877273e-05	6.450119596877273e-05	0
vTCd17884	kTCd17884	lin	7.701635339554947e-05	7.701635339554947e-05	7.701635339554947e-05	0
vTCd17885	kTCd17885	lin	4.647538566972817e-05	4.647538566972817e-05	4.647538566972817e-05	0
vTCd17886	kTCd17886	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd17887	kTCd17887	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17888	kTCd17888	lin	2.06293803738079e-05	2.06293803738079e-05	2.06293803738079e-05	0
vTCd17889	kTCd17889	lin	4.0842005588549e-05	4.0842005588549e-05	4.0842005588549e-05	0
vTCd17890	kTCd17890	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17891	kTCd17891	lin	1.7265894443295666e-05	1.7265894443295666e-05	1.7265894443295666e-05	0
vTCd17892	kTCd17892	lin	5.006062970710711e-05	5.006062970710711e-05	5.006062970710711e-05	0
vTCd17893	kTCd17893	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17894	kTCd17894	lin	7.99044666478825e-05	7.99044666478825e-05	7.99044666478825e-05	0
vTCd17895	kTCd17895	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd17896	kTCd17896	lin	1.862097519234755e-05	1.862097519234755e-05	1.862097519234755e-05	0
vTCd17897	kTCd17897	lin	2.0364901138246244e-05	2.0364901138246244e-05	2.0364901138246244e-05	0
vTCd17898	kTCd17898	lin	6.161308271643958e-05	6.161308271643958e-05	6.161308271643958e-05	0
vTCd17899	kTCd17899	lin	2.7042258916976644e-05	2.7042258916976644e-05	2.7042258916976644e-05	0
vTCd17900	kTCd17900	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd17901	kTCd17901	lin	9.338232849210387e-05	9.338232849210387e-05	9.338232849210387e-05	0
vTCd17902	kTCd17902	lin	1.7471949499897794e-05	1.7471949499897794e-05	1.7471949499897794e-05	0
vTCd17903	kTCd17903	lin	4.530373729149969e-05	4.530373729149969e-05	4.530373729149969e-05	0
vTCd17904	kTCd17904	lin	1.185940224387987e-05	1.185940224387987e-05	1.185940224387987e-05	0
vTCd17905	kTCd17905	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17906	kTCd17906	lin	6.642660480366145e-05	6.642660480366145e-05	6.642660480366145e-05	0
vTCd17907	kTCd17907	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17908	kTCd17908	lin	7.41282401432163e-05	7.41282401432163e-05	7.41282401432163e-05	0
vTCd17909	kTCd17909	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17910	kTCd17910	lin	2.1393431498763746e-05	2.1393431498763746e-05	2.1393431498763746e-05	0
vTCd17911	kTCd17911	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17912	kTCd17912	lin	7.02774224734389e-05	7.02774224734389e-05	7.02774224734389e-05	0
vTCd17913	kTCd17913	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd17914	kTCd17914	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17915	kTCd17915	lin	5.487415179432902e-05	5.487415179432902e-05	5.487415179432902e-05	0
vTCd17916	kTCd17916	lin	8.760610198743743e-05	8.760610198743743e-05	8.760610198743743e-05	0
vTCd17917	kTCd17917	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd17918	kTCd17918	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17919	kTCd17919	lin	6.161308271643958e-05	6.161308271643958e-05	6.161308271643958e-05	0
vTCd17920	kTCd17920	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17921	kTCd17921	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17922	kTCd17922	lin	1.865706235357304e-05	1.865706235357304e-05	1.865706235357304e-05	0
vTCd17923	kTCd17923	lin	3.348537104154325e-05	3.348537104154325e-05	3.348537104154325e-05	0
vTCd17924	kTCd17924	lin	7.41282401432163e-05	7.41282401432163e-05	7.41282401432163e-05	0
vTCd17925	kTCd17925	lin	2.6160446126205663e-05	2.6160446126205663e-05	2.6160446126205663e-05	0
vTCd17926	kTCd17926	lin	4.546104193487295e-05	4.546104193487295e-05	4.546104193487295e-05	0
vTCd17927	kTCd17927	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17928	kTCd17928	lin	2.5740759824715734e-05	2.5740759824715734e-05	2.5740759824715734e-05	0
vTCd17929	kTCd17929	lin	1.0527112273858595e-05	1.0527112273858595e-05	1.0527112273858595e-05	0
vTCd17930	kTCd17930	lin	6.257578713388389e-05	6.257578713388389e-05	6.257578713388389e-05	0
vTCd17931	kTCd17931	lin	7.02774224734389e-05	7.02774224734389e-05	7.02774224734389e-05	0
vTCd17932	kTCd17932	lin	2.284383363427314e-05	2.284383363427314e-05	2.284383363427314e-05	0
vTCd17933	kTCd17933	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17934	kTCd17934	lin	1.7649580986480103e-05	1.7649580986480103e-05	1.7649580986480103e-05	0
vTCd17935	kTCd17935	lin	2.02307450042657e-05	2.02307450042657e-05	2.02307450042657e-05	0
vTCd17936	kTCd17936	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17937	kTCd17937	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17938	kTCd17938	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17939	kTCd17939	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17940	kTCd17940	lin	7.8e-05	7.8e-05	7.8e-05	0
vTCd17941	kTCd17941	lin	1.8962359737540503e-05	1.8962359737540503e-05	1.8962359737540503e-05	0
vTCd17942	kTCd17942	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17943	kTCd17943	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17944	kTCd17944	lin	7.605364897810521e-05	7.605364897810521e-05	7.605364897810521e-05	0
vTCd17945	kTCd17945	lin	2.86959970584379e-05	2.86959970584379e-05	2.86959970584379e-05	0
vTCd17946	kTCd17946	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17947	kTCd17947	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17948	kTCd17948	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17949	kTCd17949	lin	2.601903830930725e-05	2.601903830930725e-05	2.601903830930725e-05	0
vTCd17950	kTCd17950	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17951	kTCd17951	lin	5.776226504666216e-05	5.776226504666216e-05	5.776226504666216e-05	0
vTCd17952	kTCd17952	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd17953	kTCd17953	lin	5.58368562117733e-05	5.58368562117733e-05	5.58368562117733e-05	0
vTCd17954	kTCd17954	lin	1.885709683653913e-05	1.885709683653913e-05	1.885709683653913e-05	0
vTCd17955	kTCd17955	lin	5.1023334124551495e-05	5.1023334124551495e-05	5.1023334124551495e-05	0
vTCd17956	kTCd17956	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17957	kTCd17957	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17958	kTCd17958	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17959	kTCd17959	lin	9.627044174443685e-05	9.627044174443685e-05	9.627044174443685e-05	0
vTCd17960	kTCd17960	lin	1.8197461549253344e-05	1.8197461549253344e-05	1.8197461549253344e-05	0
vTCd17961	kTCd17961	lin	1.724246717810804e-05	1.724246717810804e-05	1.724246717810804e-05	0
vTCd17962	kTCd17962	lin	7.02774224734389e-05	7.02774224734389e-05	7.02774224734389e-05	0
vTCd17963	kTCd17963	lin	6.738930922110573e-05	6.738930922110573e-05	6.738930922110573e-05	0
vTCd17964	kTCd17964	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17965	kTCd17965	lin	9.073557186092068e-06	9.073557186092068e-06	9.073557186092068e-06	0
vTCd17966	kTCd17966	lin	3.610141565416384e-05	3.610141565416384e-05	3.610141565416384e-05	0
vTCd17967	kTCd17967	lin	1.2368077585222764e-05	1.2368077585222764e-05	1.2368077585222764e-05	0
vTCd17968	kTCd17968	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17969	kTCd17969	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17970	kTCd17970	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17971	kTCd17971	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17972	kTCd17972	lin	7.41282401432163e-05	7.41282401432163e-05	7.41282401432163e-05	0
vTCd17973	kTCd17973	lin	7.701635339554947e-05	7.701635339554947e-05	7.701635339554947e-05	0
vTCd17974	kTCd17974	lin	5.198603854199594e-05	5.198603854199594e-05	5.198603854199594e-05	0
vTCd17975	kTCd17975	lin	2.9172861134677835e-05	2.9172861134677835e-05	2.9172861134677835e-05	0
vTCd17976	kTCd17976	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17977	kTCd17977	lin	4.011268406018202e-05	4.011268406018202e-05	4.011268406018202e-05	0
vTCd17978	kTCd17978	lin	7.316553572577203e-05	7.316553572577203e-05	7.316553572577203e-05	0
vTCd17979	kTCd17979	lin	3.9536115706134224e-05	3.9536115706134224e-05	3.9536115706134224e-05	0
vTCd17980	kTCd17980	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd17981	kTCd17981	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17982	kTCd17982	lin	2.209485548232975e-05	2.209485548232975e-05	2.209485548232975e-05	0
vTCd17983	kTCd17983	lin	6.353849155132833e-05	6.353849155132833e-05	6.353849155132833e-05	0
vTCd17984	kTCd17984	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17985	kTCd17985	lin	6.353849155132833e-05	6.353849155132833e-05	6.353849155132833e-05	0
vTCd17986	kTCd17986	lin	6.353849155132833e-05	6.353849155132833e-05	6.353849155132833e-05	0
vTCd17987	kTCd17987	lin	2.0338825720655663e-05	2.0338825720655663e-05	2.0338825720655663e-05	0
vTCd17988	kTCd17988	lin	3.529916197296014e-05	3.529916197296014e-05	3.529916197296014e-05	0
vTCd17989	kTCd17989	lin	5.014085507522753e-05	5.014085507522753e-05	5.014085507522753e-05	0
vTCd17990	kTCd17990	lin	9.241962407465951e-05	9.241962407465951e-05	9.241962407465951e-05	0
vTCd17991	kTCd17991	lin	3.2090147248145615e-05	3.2090147248145615e-05	3.2090147248145615e-05	0
vTCd17992	kTCd17992	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17993	kTCd17993	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd17994	kTCd17994	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17995	kTCd17995	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17996	kTCd17996	lin	6.353849155132833e-05	6.353849155132833e-05	6.353849155132833e-05	0
vTCd17997	kTCd17997	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17998	kTCd17998	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd17999	kTCd17999	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18000	kTCd18000	lin	2.5334326774851805e-05	2.5334326774851805e-05	2.5334326774851805e-05	0
vTCd18001	kTCd18001	lin	1.118123597496363e-05	1.118123597496363e-05	1.118123597496363e-05	0
vTCd18002	kTCd18002	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18003	kTCd18003	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18004	kTCd18004	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18005	kTCd18005	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18006	kTCd18006	lin	1.1841382748393217e-05	1.1841382748393217e-05	1.1841382748393217e-05	0
vTCd18007	kTCd18007	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18008	kTCd18008	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18009	kTCd18009	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18010	kTCd18010	lin	2.794948308709456e-05	2.794948308709456e-05	2.794948308709456e-05	0
vTCd18011	kTCd18011	lin	1.4618844857488527e-05	1.4618844857488527e-05	1.4618844857488527e-05	0
vTCd18012	kTCd18012	lin	2.891004256589695e-05	2.891004256589695e-05	2.891004256589695e-05	0
vTCd18013	kTCd18013	lin	6.353849155132833e-05	6.353849155132833e-05	6.353849155132833e-05	0
vTCd18014	kTCd18014	lin	5.378236968962952e-05	5.378236968962952e-05	5.378236968962952e-05	0
vTCd18015	kTCd18015	lin	2.1935037359491934e-05	2.1935037359491934e-05	2.1935037359491934e-05	0
vTCd18016	kTCd18016	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18017	kTCd18017	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18018	kTCd18018	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18019	kTCd18019	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18020	kTCd18020	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18021	kTCd18021	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18022	kTCd18022	lin	2.80788788421274e-05	2.80788788421274e-05	2.80788788421274e-05	0
vTCd18023	kTCd18023	lin	2.202798243304911e-05	2.202798243304911e-05	2.202798243304911e-05	0
vTCd18024	kTCd18024	lin	4.492620614740382e-05	4.492620614740382e-05	4.492620614740382e-05	0
vTCd18025	kTCd18025	lin	5.2948742959440215e-05	5.2948742959440215e-05	5.2948742959440215e-05	0
vTCd18026	kTCd18026	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18027	kTCd18027	lin	1.5065796830115314e-05	1.5065796830115314e-05	1.5065796830115314e-05	0
vTCd18028	kTCd18028	lin	3.667445399788071e-05	3.667445399788071e-05	3.667445399788071e-05	0
vTCd18029	kTCd18029	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18030	kTCd18030	lin	5.58368562117733e-05	5.58368562117733e-05	5.58368562117733e-05	0
vTCd18031	kTCd18031	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18032	kTCd18032	lin	6.257578713388389e-05	6.257578713388389e-05	6.257578713388389e-05	0
vTCd18033	kTCd18033	lin	5.872496946410654e-05	5.872496946410654e-05	5.872496946410654e-05	0
vTCd18034	kTCd18034	lin	1.8894198847038986e-05	1.8894198847038986e-05	1.8894198847038986e-05	0
vTCd18035	kTCd18035	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18036	kTCd18036	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18037	kTCd18037	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18038	kTCd18038	lin	4.6759928847297895e-05	4.6759928847297895e-05	4.6759928847297895e-05	0
vTCd18039	kTCd18039	lin	5.3911447376884656e-05	5.3911447376884656e-05	5.3911447376884656e-05	0
vTCd18040	kTCd18040	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18041	kTCd18041	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18042	kTCd18042	lin	5.96876738815509e-05	5.96876738815509e-05	5.96876738815509e-05	0
vTCd18043	kTCd18043	lin	6.257578713388389e-05	6.257578713388389e-05	6.257578713388389e-05	0
vTCd18044	kTCd18044	lin	1.833722699894036e-05	1.833722699894036e-05	1.833722699894036e-05	0
vTCd18045	kTCd18045	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18046	kTCd18046	lin	5.679956062921768e-05	5.679956062921768e-05	5.679956062921768e-05	0
vTCd18047	kTCd18047	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18048	kTCd18048	lin	6.738930922110573e-05	6.738930922110573e-05	6.738930922110573e-05	0
vTCd18049	kTCd18049	lin	2.7505840498410527e-05	2.7505840498410527e-05	2.7505840498410527e-05	0
vTCd18050	kTCd18050	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18051	kTCd18051	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18052	kTCd18052	lin	5.1023334124551495e-05	5.1023334124551495e-05	5.1023334124551495e-05	0
vTCd18053	kTCd18053	lin	6.161308271643958e-05	6.161308271643958e-05	6.161308271643958e-05	0
vTCd18054	kTCd18054	lin	2.06293803738079e-05	2.06293803738079e-05	2.06293803738079e-05	0
vTCd18055	kTCd18055	lin	1.2033805218054606e-05	1.2033805218054606e-05	1.2033805218054606e-05	0
vTCd18056	kTCd18056	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18057	kTCd18057	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18058	kTCd18058	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18059	kTCd18059	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18060	kTCd18060	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18061	kTCd18061	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18062	kTCd18062	lin	3.26e-05	3.26e-05	3.26e-05	0
vTCd18063	kTCd18063	lin	1.6045073624072808e-05	1.6045073624072808e-05	1.6045073624072808e-05	0
vTCd18064	kTCd18064	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18065	kTCd18065	lin	7.316553572577203e-05	7.316553572577203e-05	7.316553572577203e-05	0
vTCd18066	kTCd18066	lin	5.006062970710711e-05	5.006062970710711e-05	5.006062970710711e-05	0
vTCd18067	kTCd18067	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18068	kTCd18068	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18069	kTCd18069	lin	2.56379338866676e-05	2.56379338866676e-05	2.56379338866676e-05	0
vTCd18070	kTCd18070	lin	5.006062970710711e-05	5.006062970710711e-05	5.006062970710711e-05	0
vTCd18071	kTCd18071	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18072	kTCd18072	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18073	kTCd18073	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18074	kTCd18074	lin	6.161308271643958e-05	6.161308271643958e-05	6.161308271643958e-05	0
vTCd18075	kTCd18075	lin	2.888113252333104e-05	2.888113252333104e-05	2.888113252333104e-05	0
vTCd18076	kTCd18076	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18077	kTCd18077	lin	4.258115692542402e-05	4.258115692542402e-05	4.258115692542402e-05	0
vTCd18078	kTCd18078	lin	6.738930922110573e-05	6.738930922110573e-05	6.738930922110573e-05	0
vTCd18079	kTCd18079	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18080	kTCd18080	lin	6.450119596877273e-05	6.450119596877273e-05	6.450119596877273e-05	0
vTCd18081	kTCd18081	lin	3.964077013006221e-05	3.964077013006221e-05	3.964077013006221e-05	0
vTCd18082	kTCd18082	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18083	kTCd18083	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18084	kTCd18084	lin	7.220283130832754e-05	7.220283130832754e-05	7.220283130832754e-05	0
vTCd18085	kTCd18085	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18086	kTCd18086	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18087	kTCd18087	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18088	kTCd18088	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18089	kTCd18089	lin	4.011268406018202e-05	4.011268406018202e-05	4.011268406018202e-05	0
vTCd18090	kTCd18090	lin	7.894176223043829e-05	7.894176223043829e-05	7.894176223043829e-05	0
vTCd18091	kTCd18091	lin	8.01919548058616e-06	8.01919548058616e-06	8.01919548058616e-06	0
vTCd18092	kTCd18092	lin	2.184241446271965e-05	2.184241446271965e-05	2.184241446271965e-05	0
vTCd18093	kTCd18093	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18094	kTCd18094	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18095	kTCd18095	lin	2.888113252333104e-05	2.888113252333104e-05	2.888113252333104e-05	0
vTCd18096	kTCd18096	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18097	kTCd18097	lin	2.950223214748873e-05	2.950223214748873e-05	2.950223214748873e-05	0
vTCd18098	kTCd18098	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18099	kTCd18099	lin	1.410021621509429e-05	1.410021621509429e-05	1.410021621509429e-05	0
vTCd18100	kTCd18100	lin	6.738930922110573e-05	6.738930922110573e-05	6.738930922110573e-05	0
vTCd18101	kTCd18101	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18102	kTCd18102	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18103	kTCd18103	lin	6.353849155132833e-05	6.353849155132833e-05	6.353849155132833e-05	0
vTCd18104	kTCd18104	lin	6.55e-05	6.55e-05	6.55e-05	0
vTCd18105	kTCd18105	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18106	kTCd18106	lin	6.738930922110573e-05	6.738930922110573e-05	6.738930922110573e-05	0
vTCd18107	kTCd18107	lin	5.2948742959440215e-05	5.2948742959440215e-05	5.2948742959440215e-05	0
vTCd18108	kTCd18108	lin	3.2090147248145615e-05	3.2090147248145615e-05	3.2090147248145615e-05	0
vTCd18109	kTCd18109	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18110	kTCd18110	lin	9.145691965721488e-05	9.145691965721488e-05	9.145691965721488e-05	0
vTCd18111	kTCd18111	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18112	kTCd18112	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18113	kTCd18113	lin	5.872496946410654e-05	5.872496946410654e-05	5.872496946410654e-05	0
vTCd18114	kTCd18114	lin	5.747489059369363e-05	5.747489059369363e-05	5.747489059369363e-05	0
vTCd18115	kTCd18115	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18116	kTCd18116	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18117	kTCd18117	lin	2.367305944535333e-05	2.367305944535333e-05	2.367305944535333e-05	0
vTCd18118	kTCd18118	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18119	kTCd18119	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18120	kTCd18120	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18121	kTCd18121	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18122	kTCd18122	lin	5.58368562117733e-05	5.58368562117733e-05	5.58368562117733e-05	0
vTCd18123	kTCd18123	lin	1.2405984760881035e-05	1.2405984760881035e-05	1.2405984760881035e-05	0
vTCd18124	kTCd18124	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
vTCd18125	kTCd18125	lin	5.006062970710711e-05	5.006062970710711e-05	5.006062970710711e-05	0
vTCd18126	kTCd18126	lin	2.567211779851649e-05	2.567211779851649e-05	2.567211779851649e-05	0
vTCd18127	kTCd18127	lin	1.0210501397137216e-05	1.0210501397137216e-05	1.0210501397137216e-05	0
vTCd18128	kTCd18128	lin	2.577521867320933e-05	2.577521867320933e-05	2.577521867320933e-05	0
