index	nuc_gene_a__LIGAND_	nuc_gene_i__LIGAND_	nuc_gene_a__RECEPTOR_	nuc_gene_i__RECEPTOR_	cyt_mrna__LIGAND_	cyt_mrna__RECEPTOR_	cyt_prot__LIGAND_	cyt_prot__RECEPTOR_	cyt_prot__LIGAND__RECEPTOR_	
56220.000000	0	2	0	2	2	1	7.7006	0.75895	5.56848	
56250.000000	0	2	0	2	2	1	7.64994	0.763378	5.56393	
56280.000000	1	1	0	2	2	1	7.60383	0.767453	5.55973	
56310.000000	1	1	0	2	2	1	7.56186	0.7712	5.55588	
56340.000000	1	1	0	2	2	1	7.52367	0.774643	5.55234	
56370.000000	1	1	1	1	2	1	7.4889	0.777803	5.5491	
56400.000000	1	1	1	1	2	1	7.45726	0.780703	5.54612	
56430.000000	1	1	1	1	2	1	7.42846	0.783361	5.54339	
56460.000000	1	1	1	1	2	1	7.40225	0.785796	5.54088	
56490.000000	0	2	1	1	2	1	7.37839	0.788026	5.53859	
56520.000000	0	2	1	1	2	1	7.35668	0.790066	5.5365	
56550.000000	0	2	1	1	2	1	7.33691	0.791933	5.53458	
56580.000000	0	2	1	1	2	1	7.31892	0.79364	5.53283	
56610.000000	0	2	1	1	2	1	7.30254	0.7952	5.53123	
56640.000000	0	2	1	1	2	1	7.28764	0.796625	5.52977	
56670.000000	0	2	1	1	2	1	7.27408	0.797926	5.52843	
56700.000000	0	2	1	1	2	1	7.26174	0.799114	5.52721	
56730.000000	0	2	1	1	2	1	7.2505	0.800199	5.5261	
56760.000000	0	2	1	1	2	1	7.24028	0.801188	5.52508	
56790.000000	0	2	1	1	2	1	7.23098	0.80209	5.52416	
56820.000000	0	2	1	1	2	1	7.22251	0.802913	5.52331	
56850.000000	0	2	1	1	2	1	7.21481	0.803664	5.52254	
56880.000000	0	2	1	1	2	1	7.2078	0.804348	5.52184	
56910.000000	0	2	1	1	2	1	7.20142	0.804971	5.5212	
56940.000000	0	2	1	1	2	1	7.19562	0.805539	5.52062	
56970.000000	0	2	1	1	2	1	7.19034	0.806057	5.52009	
57000.000000	0	2	1	1	2	1	7.18554	0.806528	5.5196	
57030.000000	0	2	1	1	2	1	7.18117	0.806958	5.51916	
57060.000000	0	2	1	1	2	1	7.1772	0.807349	5.51876	
57090.000000	0	2	1	1	2	1	7.17358	0.807705	5.5184	
57120.000000	0	2	1	1	2	1	7.17029	0.808029	5.51807	
57150.000000	0	2	1	1	2	1	7.1673	0.808324	5.51776	
57180.000000	0	2	1	1	2	1	7.16458	0.808593	5.51749	
57210.000000	0	2	1	1	2	1	7.1621	0.808837	5.51724	
57240.000000	0	2	1	1	2	1	7.15985	0.809059	5.51701	
57270.000000	0	2	1	1	2	1	7.1578	0.809262	5.5168	
